author_id,author_name,country,institution,conference,year,source_url,source_note
ICML-2015-A000001,Peilin Zhao,UNKNOWN,UNKNOWN,ICML,2015,https://proceedings.mlr.press/v37/zhaoa15.html,Parsed from PMLR proceedings page; affiliation enrichment pending from PDF first pages
ICML-2015-A000002,Tong Zhang,UNKNOWN,UNKNOWN,ICML,2015,https://proceedings.mlr.press/v37/zhaoa15.html,Parsed from PMLR proceedings page; affiliation enrichment pending from PDF first pages
ICML-2015-A000003,Nihar Shah,United States,"University of California, Berkeley, CA",ICML,2015,http://proceedings.mlr.press/v37/shaha15.pdf,Affiliation parsed from local first-page text extracted from paper PDF
ICML-2015-A000004,Dengyong Zhou,United States,"University of California, Berkeley, CA",ICML,2015,http://proceedings.mlr.press/v37/shaha15.pdf,Affiliation parsed from local first-page text extracted from paper PDF
ICML-2015-A000005,Yuval Peres,United States,"University of California, Berkeley, CA",ICML,2015,http://proceedings.mlr.press/v37/shaha15.pdf,Affiliation parsed from local first-page text extracted from paper PDF
ICML-2015-A000006,Wacha Bounliphone,UNKNOWN,UNKNOWN,ICML,2015,https://proceedings.mlr.press/v37/bounliphone15.html,Parsed from PMLR proceedings page; affiliation enrichment pending from PDF first pages
ICML-2015-A000007,Arthur Gretton,UNKNOWN,UNKNOWN,ICML,2015,https://proceedings.mlr.press/v37/bounliphone15.html,Parsed from PMLR proceedings page; affiliation enrichment pending from PDF first pages
ICML-2015-A000008,Arthur Tenenhaus,UNKNOWN,UNKNOWN,ICML,2015,https://proceedings.mlr.press/v37/bounliphone15.html,Parsed from PMLR proceedings page; affiliation enrichment pending from PDF first pages
ICML-2015-A000009,Matthew Blaschko,UNKNOWN,UNKNOWN,ICML,2015,https://proceedings.mlr.press/v37/bounliphone15.html,Parsed from PMLR proceedings page; affiliation enrichment pending from PDF first pages
ICML-2015-A000010,Lu Bai,China,"School of Information, Central University of Finance and Economics, Beijing, China",ICML,2015,http://proceedings.mlr.press/v37/bai15.pdf,Affiliation parsed from local first-page text extracted from paper PDF
ICML-2015-A000011,Luca Rossi,China,"School of Information, Central University of Finance and Economics, Beijing, China",ICML,2015,http://proceedings.mlr.press/v37/bai15.pdf,Affiliation parsed from local first-page text extracted from paper PDF
ICML-2015-A000012,Zhihong Zhang,China,"School of Information, Central University of Finance and Economics, Beijing, China",ICML,2015,http://proceedings.mlr.press/v37/bai15.pdf,Affiliation parsed from local first-page text extracted from paper PDF
ICML-2015-A000013,Edwin Hancock,China,"School of Information, Central University of Finance and Economics, Beijing, China",ICML,2015,http://proceedings.mlr.press/v37/bai15.pdf,Affiliation parsed from local first-page text extracted from paper PDF
ICML-2015-A000014,Christos Boutsidis,United States,"Bloomberg L.P., Lexington Avenue, New York, USA.",ICML,2015,http://proceedings.mlr.press/v37/boutsidis15.pdf,Affiliation parsed from local first-page text extracted from paper PDF
ICML-2015-A000015,Prabhanjan Kambadur,United States,"Bloomberg L.P., Lexington Avenue, New York, USA.",ICML,2015,http://proceedings.mlr.press/v37/boutsidis15.pdf,Affiliation parsed from local first-page text extracted from paper PDF
ICML-2015-A000016,Alex Gittens,United States,"Bloomberg L.P., Lexington Avenue, New York, USA.",ICML,2015,http://proceedings.mlr.press/v37/boutsidis15.pdf,Affiliation parsed from local first-page text extracted from paper PDF
ICML-2015-A000017,Ke Sun,UNKNOWN,UNKNOWN,ICML,2015,https://proceedings.mlr.press/v37/suna15.html,Parsed from PMLR proceedings page; affiliation enrichment pending from PDF first pages
ICML-2015-A000018,Jun Wang,UNKNOWN,UNKNOWN,ICML,2015,https://proceedings.mlr.press/v37/suna15.html,Parsed from PMLR proceedings page; affiliation enrichment pending from PDF first pages
ICML-2015-A000019,Alexandros Kalousis,UNKNOWN,UNKNOWN,ICML,2015,https://proceedings.mlr.press/v37/suna15.html,Parsed from PMLR proceedings page; affiliation enrichment pending from PDF first pages
ICML-2015-A000020,Stephan Marchand-Maillet,UNKNOWN,UNKNOWN,ICML,2015,https://proceedings.mlr.press/v37/suna15.html,Parsed from PMLR proceedings page; affiliation enrichment pending from PDF first pages
