author_id,author_name,institution,country,conference,year
ICML-2020-A000001,Zaheer Abbas,UNKNOWN,UNKNOWN,ICML,2020
ICML-2020-A000002,Samuel Sokota,UNKNOWN,UNKNOWN,ICML,2020
ICML-2020-A000003,Erin Talvitie,UNKNOWN,UNKNOWN,ICML,2020
ICML-2020-A000004,Martha White,UNKNOWN,UNKNOWN,ICML,2020
ICML-2020-A000005,Abbas Abdolmaleki,UNKNOWN,UNKNOWN,ICML,2020
ICML-2020-A000006,Sandy Huang,UNKNOWN,UNKNOWN,ICML,2020
ICML-2020-A000007,Leonard Hasenclever,UNKNOWN,UNKNOWN,ICML,2020
ICML-2020-A000008,Michael Neunert,UNKNOWN,UNKNOWN,ICML,2020
ICML-2020-A000009,Francis Song,UNKNOWN,UNKNOWN,ICML,2020
ICML-2020-A000010,Martina Zambelli,UNKNOWN,UNKNOWN,ICML,2020
ICML-2020-A000011,Murilo Martins,UNKNOWN,UNKNOWN,ICML,2020
ICML-2020-A000012,Nicolas Heess,UNKNOWN,UNKNOWN,ICML,2020
ICML-2020-A000013,Raia Hadsell,UNKNOWN,UNKNOWN,ICML,2020
ICML-2020-A000014,Martin Riedmiller,UNKNOWN,UNKNOWN,ICML,2020
ICML-2020-A000015,Marc Abeille,Criteo AI Lab,France,ICML,2020
ICML-2020-A000016,Alessandro Lazaric,Facebook AI Research.,United States,ICML,2020
ICML-2020-A000017,Pierre Ablin,"Department de Mathématique et Applications, ENS",France,ICML,2020
ICML-2020-A000018,Gabriel Peyré,"Department de Mathématique et Applications, ENS",France,ICML,2020
ICML-2020-A000019,Thomas Moreau,"Department de Mathématique et Applications, ENS",France,ICML,2020
ICML-2020-A000020,Vinayak Abrol,UNKNOWN,UNKNOWN,ICML,2020
ICML-2020-A000021,Pulkit Sharma,UNKNOWN,UNKNOWN,ICML,2020
ICML-2020-A000022,Jayadev Acharya,"ECE, Cornell University, Ithaca, New York, USA",United States,ICML,2020
ICML-2020-A000023,Kallista Bonawitz,UNKNOWN,UNKNOWN,ICML,2020
ICML-2020-A000024,Peter Kairouz,Google,UNKNOWN,ICML,2020
ICML-2020-A000025,Daniel Ramage,Google,UNKNOWN,ICML,2020
ICML-2020-A000026,Ziteng Sun,"ECE, Cornell University, Ithaca, New York, USA",United States,ICML,2020
ICML-2020-A000027,Raghavendra Addanki,"College of Information and Computer Sciences, University of Massachusetts, Amherst, USA. Amazon.",United States,ICML,2020
ICML-2020-A000028,Shiva Kasiviswanathan,"College of Information and Computer Sciences, University of Massachusetts, Amherst, USA. Amazon.",United States,ICML,2020
ICML-2020-A000029,Andrew Mcgregor,"College of Information and Computer Sciences, University of Massachusetts, Amherst, USA. Amazon.",United States,ICML,2020
ICML-2020-A000030,Cameron Musco,"College of Information and Computer Sciences, University of Massachusetts, Amherst, USA. Amazon.",United States,ICML,2020
