paper_id,author_id,author_name,selected_variant,selection_reason,institution_raw,candidate_score,first_page_text_path,source_url
ICML-2020-P0001,ICML-2020-A000001,Zaheer Abbas,numbered,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2020/first_pages/ICML-2020-P0001.txt,http://proceedings.mlr.press/v119/abbas20a/abbas20a.pdf
ICML-2020-P0001,ICML-2020-A000002,Samuel Sokota,numbered,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2020/first_pages/ICML-2020-P0001.txt,http://proceedings.mlr.press/v119/abbas20a/abbas20a.pdf
ICML-2020-P0001,ICML-2020-A000003,Erin Talvitie,numbered,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2020/first_pages/ICML-2020-P0001.txt,http://proceedings.mlr.press/v119/abbas20a/abbas20a.pdf
ICML-2020-P0001,ICML-2020-A000004,Martha White,numbered,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2020/first_pages/ICML-2020-P0001.txt,http://proceedings.mlr.press/v119/abbas20a/abbas20a.pdf
ICML-2020-P0002,ICML-2020-A000005,Abbas Abdolmaleki,numbered,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2020/first_pages/ICML-2020-P0002.txt,http://proceedings.mlr.press/v119/abdolmaleki20a/abdolmaleki20a.pdf
ICML-2020-P0002,ICML-2020-A000006,Sandy Huang,numbered,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2020/first_pages/ICML-2020-P0002.txt,http://proceedings.mlr.press/v119/abdolmaleki20a/abdolmaleki20a.pdf
ICML-2020-P0002,ICML-2020-A000007,Leonard Hasenclever,numbered,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2020/first_pages/ICML-2020-P0002.txt,http://proceedings.mlr.press/v119/abdolmaleki20a/abdolmaleki20a.pdf
ICML-2020-P0002,ICML-2020-A000008,Michael Neunert,numbered,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2020/first_pages/ICML-2020-P0002.txt,http://proceedings.mlr.press/v119/abdolmaleki20a/abdolmaleki20a.pdf
ICML-2020-P0002,ICML-2020-A000009,Francis Song,numbered,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2020/first_pages/ICML-2020-P0002.txt,http://proceedings.mlr.press/v119/abdolmaleki20a/abdolmaleki20a.pdf
ICML-2020-P0002,ICML-2020-A000010,Martina Zambelli,numbered,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2020/first_pages/ICML-2020-P0002.txt,http://proceedings.mlr.press/v119/abdolmaleki20a/abdolmaleki20a.pdf
