source_url,source_type,used_for,notes
https://link.springer.com/book/10.1007/978-3-031-20047-2,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-20050-2,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-20053-3,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-19806-9,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-19809-0,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-19812-0,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-19815-1,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-19818-2,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-20056-4,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-19821-2,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-19824-3,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-19827-4,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-19830-4,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-19833-5,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-20059-5,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-19836-6,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-19839-7,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-19842-7,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
