source_url,source_type,used_for,notes
https://link.springer.com/book/10.1007/978-3-031-19769-7,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-20086-1,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-20062-5,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-19772-7,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-20065-6,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-20068-7,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-20071-7,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-20074-8,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-20077-9,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-20080-9,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-20083-0,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-19775-8,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-19778-9,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-19781-9,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-19784-0,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-19787-1,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-19790-1,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-19797-0,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-19800-7,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-20044-1,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-19803-8,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
