paper_id,author_id,author_name,selected_variant,selection_reason,institution_raw,candidate_score,first_page_text_path,source_url
AAAI-2022-P0001,AAAI-2022-A000001,Abhishek Banerjee,stacked,complete_stacked_variant,"Department of Computer Science, University of Maryland College Park, Maryland , USA",3,data/raw/aaai/2022/first_pages/AAAI-2022-P0001.txt,https://cdn.aaai.org/ojs/19873/19873-13-23886-1-2-20220628.pdf
AAAI-2022-P0001,AAAI-2022-A000002,Uttaran Bhattacharya,stacked,complete_stacked_variant,"Department of Computer Science, University of Maryland College Park, Maryland , USA",3,data/raw/aaai/2022/first_pages/AAAI-2022-P0001.txt,https://cdn.aaai.org/ojs/19873/19873-13-23886-1-2-20220628.pdf
AAAI-2022-P0001,AAAI-2022-A000003,Aniket Bera,stacked,complete_stacked_variant,"Department of Computer Science, University of Maryland College Park, Maryland , USA",3,data/raw/aaai/2022/first_pages/AAAI-2022-P0001.txt,https://cdn.aaai.org/ojs/19873/19873-13-23886-1-2-20220628.pdf
AAAI-2022-P0002,AAAI-2022-A000004,Tong Bu,numbered,best_scoring_candidate,"Institute for Artificial Intelligence, Peking University",4,data/raw/aaai/2022/first_pages/AAAI-2022-P0002.txt,https://cdn.aaai.org/ojs/19874/19874-13-23887-1-2-20220628.pdf
AAAI-2022-P0002,AAAI-2022-A000005,Jianhao Ding,numbered,no_viable_candidate,UNKNOWN,-1000,data/raw/aaai/2022/first_pages/AAAI-2022-P0002.txt,https://cdn.aaai.org/ojs/19874/19874-13-23887-1-2-20220628.pdf
AAAI-2022-P0002,AAAI-2022-A000006,Zhaofei Yu,numbered,best_scoring_candidate,"Institute for Artificial Intelligence, Peking University",4,data/raw/aaai/2022/first_pages/AAAI-2022-P0002.txt,https://cdn.aaai.org/ojs/19874/19874-13-23887-1-2-20220628.pdf
AAAI-2022-P0002,AAAI-2022-A000007,Tiejun Huang,numbered,best_scoring_candidate,"Institute for Artificial Intelligence, Peking University",4,data/raw/aaai/2022/first_pages/AAAI-2022-P0002.txt,https://cdn.aaai.org/ojs/19874/19874-13-23887-1-2-20220628.pdf
AAAI-2022-P0003,AAAI-2022-A000008,Francesco d'Amore,numbered,no_viable_candidate,UNKNOWN,-1000,data/raw/aaai/2022/first_pages/AAAI-2022-P0003.txt,https://cdn.aaai.org/ojs/19875/19875-13-23888-1-2-20220628.pdf
AAAI-2022-P0003,AAAI-2022-A000009,Daniel Mitropolsky,numbered,best_scoring_candidate,"Université Côte d’Azur, Inria, CNRS, I3S, Sophia Antipolis, France",2,data/raw/aaai/2022/first_pages/AAAI-2022-P0003.txt,https://cdn.aaai.org/ojs/19875/19875-13-23888-1-2-20220628.pdf
AAAI-2022-P0003,AAAI-2022-A000010,Pierluigi Crescenzi,numbered,best_scoring_candidate,"Gran Sasso Science Institute, L’Aquila, Italia",2,data/raw/aaai/2022/first_pages/AAAI-2022-P0003.txt,https://cdn.aaai.org/ojs/19875/19875-13-23888-1-2-20220628.pdf
