paper_id,pdf_url,first_page_text_path,status,notes
ICCV-2025-P0001,https://openaccess.thecvf.com/content/ICCV2025/papers/Yang_Efficient_Adaptation_of_Pre-trained_Vision_Transformer_underpinned_by_Approximately_Orthogonal_ICCV_2025_paper.pdf,data/raw/iccv/2025/first_pages/ICCV-2025-P0001.txt,ok,Skipped download; existing first-page text reused
ICCV-2025-P0002,https://openaccess.thecvf.com/content/ICCV2025/papers/Ding_MM-IFEngine_Towards_Multimodal_Instruction_Following_ICCV_2025_paper.pdf,data/raw/iccv/2025/first_pages/ICCV-2025-P0002.txt,ok,Skipped download; existing first-page text reused
ICCV-2025-P0003,https://openaccess.thecvf.com/content/ICCV2025/papers/Ghosh_ROADWork_A_Dataset_and_Benchmark_for_Learning_to_Recognize_Observe_ICCV_2025_paper.pdf,data/raw/iccv/2025/first_pages/ICCV-2025-P0003.txt,ok,Skipped download; existing first-page text reused
ICCV-2025-P0004,https://openaccess.thecvf.com/content/ICCV2025/papers/Luo_Gradient_Decomposition_and_Alignment_for_Incremental_Object_Detection_ICCV_2025_paper.pdf,data/raw/iccv/2025/first_pages/ICCV-2025-P0004.txt,ok,Skipped download; existing first-page text reused
ICCV-2025-P0005,https://openaccess.thecvf.com/content/ICCV2025/papers/Asaad_Gradient_Extrapolation_for_Debiased_Representation_Learning_ICCV_2025_paper.pdf,data/raw/iccv/2025/first_pages/ICCV-2025-P0005.txt,ok,Skipped download; existing first-page text reused
ICCV-2025-P0006,https://openaccess.thecvf.com/content/ICCV2025/papers/Hernandez_Improving_Large_Vision_and_Language_Models_by_Learning_from_a_ICCV_2025_paper.pdf,data/raw/iccv/2025/first_pages/ICCV-2025-P0006.txt,ok,Skipped download; existing first-page text reused
ICCV-2025-P0007,https://openaccess.thecvf.com/content/ICCV2025/papers/Yi_Federated_Representation_Angle_Learning_ICCV_2025_paper.pdf,data/raw/iccv/2025/first_pages/ICCV-2025-P0007.txt,ok,Skipped download; existing first-page text reused
ICCV-2025-P0008,https://openaccess.thecvf.com/content/ICCV2025/papers/Zheng_Why_LVLMs_Are_More_Prone_to_Hallucinations_in_Longer_Responses_ICCV_2025_paper.pdf,data/raw/iccv/2025/first_pages/ICCV-2025-P0008.txt,ok,Skipped download; existing first-page text reused
ICCV-2025-P0009,https://openaccess.thecvf.com/content/ICCV2025/papers/Das_Training-Free_Personalization_via_Retrieval_and_Reasoning_on_Fingerprints_ICCV_2025_paper.pdf,data/raw/iccv/2025/first_pages/ICCV-2025-P0009.txt,ok,Skipped download; existing first-page text reused
ICCV-2025-P0010,https://openaccess.thecvf.com/content/ICCV2025/papers/Ma_VisionMath_Vision-Form_Mathematical_Problem-Solving_ICCV_2025_paper.pdf,data/raw/iccv/2025/first_pages/ICCV-2025-P0010.txt,ok,Skipped download; existing first-page text reused
ICCV-2025-P0011,https://openaccess.thecvf.com/content/ICCV2025/papers/Zhang_CWNet_Causal_Wavelet_Network_for_Low-Light_Image_Enhancement_ICCV_2025_paper.pdf,data/raw/iccv/2025/first_pages/ICCV-2025-P0011.txt,ok,Skipped download; existing first-page text reused
ICCV-2025-P0012,https://openaccess.thecvf.com/content/ICCV2025/papers/Li_CoA-VLA_Improving_Vision-Language-Action_Models_via_Visual-Text_Chain-of-Affordance_ICCV_2025_paper.pdf,data/raw/iccv/2025/first_pages/ICCV-2025-P0012.txt,ok,Skipped download; existing first-page text reused
ICCV-2025-P0013,https://openaccess.thecvf.com/content/ICCV2025/papers/Maity_Doodle_Your_Keypoints_Sketch-Based_Few-Shot_Keypoint_Detection_ICCV_2025_paper.pdf,data/raw/iccv/2025/first_pages/ICCV-2025-P0013.txt,ok,Skipped download; existing first-page text reused
