author_id,author_name,institution,country,conference,year
AAAI-2020-A000001,Chenglei Wu,UNKNOWN,UNKNOWN,AAAI,2020
AAAI-2020-A000002,Ruixiao Zhang,UNKNOWN,UNKNOWN,AAAI,2020
AAAI-2020-A000003,Zhi Wang,"Tsinghua Shenzhen International Graduate School, Tsinghua University",China,AAAI,2020
AAAI-2020-A000004,Lifeng Sun,UNKNOWN,UNKNOWN,AAAI,2020
AAAI-2020-A000005,Xiaoling Zhou,"School of Computer Science and Engineering, UNSW, Australia",Australia,AAAI,2020
AAAI-2020-A000006,Yukai Miao,"School of Computer Science and Engineering, UNSW, Australia",Australia,AAAI,2020
AAAI-2020-A000007,Wei Wang,"School of Computer Science and Engineering, UNSW, Australia | College of Computer Science and Technology, DGUT, China",China | Australia,AAAI,2020
AAAI-2020-A000008,Jianbin Qin,"Shenzhen Institute of Computer Science, Shenzhen University, China",China,AAAI,2020
AAAI-2020-A000009,Mengyu Zhou,Microsoft Research,United States,AAAI,2020
AAAI-2020-A000010,Wang Tao,UNKNOWN,UNKNOWN,AAAI,2020
AAAI-2020-A000011,Ji Pengxin,UNKNOWN,UNKNOWN,AAAI,2020
AAAI-2020-A000012,Han Shi,UNKNOWN,UNKNOWN,AAAI,2020
AAAI-2020-A000013,Zhang Dongmei,UNKNOWN,UNKNOWN,AAAI,2020
AAAI-2020-A000014,Lei Zhang,"Institute for Artiﬁcial Intelligence, Tsinghua University",China,AAAI,2020
AAAI-2020-A000015,Fanchao Qi,"Department of Computer Science and Technology, Tsinghua University | Institute for Artiﬁcial Intelligence, Tsinghua University",China,AAAI,2020
AAAI-2020-A000016,Zhiyuan Liu,"Department of Computer Science and Technology, Tsinghua University | Institute for Artiﬁcial Intelligence, Tsinghua University",China,AAAI,2020
AAAI-2020-A000017,Yasheng Wang,Huawei Noah’s Ark Lab,China,AAAI,2020
AAAI-2020-A000018,Qun Liu,Huawei Noah’s Ark Lab,China,AAAI,2020
AAAI-2020-A000019,Maosong Sun,"Department of Computer Science and Technology, Tsinghua University | Institute for Artiﬁcial Intelligence, Tsinghua University",China,AAAI,2020
AAAI-2020-A000020,Sicheng Zhao,"University of California, Berkeley, USA",United States,AAAI,2020
AAAI-2020-A000021,Yunsheng Ma,UNKNOWN,UNKNOWN,AAAI,2020
AAAI-2020-A000022,Yang Gu,UNKNOWN,UNKNOWN,AAAI,2020
AAAI-2020-A000023,Jufeng Yang,"Nankai University, China",China,AAAI,2020
AAAI-2020-A000024,Tengfei Xing,"Didi Chuxing, China",China,AAAI,2020
AAAI-2020-A000025,Pengfei Xu,UNKNOWN,UNKNOWN,AAAI,2020
AAAI-2020-A000026,Runbo Hu,UNKNOWN,UNKNOWN,AAAI,2020
AAAI-2020-A000027,Hua Chai,UNKNOWN,UNKNOWN,AAAI,2020
AAAI-2020-A000028,Kurt Keutzer,"University of California, Berkeley, USA",United States,AAAI,2020
AAAI-2020-A000029,Heng Zhang,"Tianjin Key Laboratory of Advanced Networking, College of Intelligence and Computing, Tianjin University, China",China,AAAI,2020
AAAI-2020-A000030,Xiaofei Wang,"Tianjin Key Laboratory of Advanced Networking, College of Intelligence and Computing, Tianjin University, China",China,AAAI,2020
AAAI-2020-A000031,Jiawen Chen,"Tianjin Key Laboratory of Advanced Networking, College of Intelligence and Computing, Tianjin University, China",China,AAAI,2020
AAAI-2020-A000032,Chenyang Wang,"Tianjin Key Laboratory of Advanced Networking, College of Intelligence and Computing, Tianjin University, China",China,AAAI,2020
AAAI-2020-A000033,Jianxin Li,Deakin University,Australia,AAAI,2020
AAAI-2020-A000034,Xun Yang,"School of Computing, National University of Singapore",Singapore,AAAI,2020
AAAI-2020-A000035,Xiaoyu Du,"School of Computing, National University of Singapore | School of Information and Software Engineering, University of Electronic Science and Technology",Singapore,AAAI,2020
AAAI-2020-A000036,Meng Wang,"Department of Computer Science, Hefei University of Technology",China,AAAI,2020
AAAI-2020-A000037,Hanyu Xuan,"PCA Lab, the Key Laboratory of Intelligent Perception and Systems for High-Dimensional Information of Ministry",China,AAAI,2020
AAAI-2020-A000038,Zhenyu Zhang,"PCA Lab, the Key Laboratory of Intelligent Perception and Systems for High-Dimensional Information of Ministry",China,AAAI,2020
AAAI-2020-A000039,Shuo Chen,"PCA Lab, the Key Laboratory of Intelligent Perception and Systems for High-Dimensional Information of Ministry",China,AAAI,2020
AAAI-2020-A000040,Jian Yang,"PCA Lab, the Key Laboratory of Intelligent Perception and Systems for High-Dimensional Information of Ministry | Jiangsu Key Lab of Image and Video Understanding for Social Security",China,AAAI,2020
AAAI-2020-A000041,Yan Yan,UNKNOWN,UNKNOWN,AAAI,2020
AAAI-2020-A000042,Gourab K. Patro,UNKNOWN,Germany | India,AAAI,2020
AAAI-2020-A000043,Abhijnan Chakraborty,UNKNOWN,Germany | India,AAAI,2020
AAAI-2020-A000044,Niloy Ganguly,UNKNOWN,India,AAAI,2020
AAAI-2020-A000045,Krishna Gummadi,UNKNOWN,Germany | India,AAAI,2020
AAAI-2020-A000046,Zhen Pan,"Anhui Province Key Laboratory of Big Data Analysis and Application, School of Computer Science and Technology",China,AAAI,2020
AAAI-2020-A000047,Zhenya Huang,"Anhui Province Key Laboratory of Big Data Analysis and Application, School of Computer Science and Technology",China,AAAI,2020
AAAI-2020-A000048,Defu Lian,"Anhui Province Key Laboratory of Big Data Analysis and Application, School of Computer Science and Technology",China,AAAI,2020
AAAI-2020-A000049,Enhong Chen,"Anhui Province Key Laboratory of Big Data Analysis and Application, School of Computer Science and Technology",China,AAAI,2020
AAAI-2020-A000050,Dilruk Perera,"School of Computing, National University of Singapore",Singapore,AAAI,2020
AAAI-2020-A000051,Roger Zimmermann,"School of Computing, National University of Singapore",Singapore,AAAI,2020
AAAI-2020-A000052,Chenze Shao,Key Laboratory of Intelligent Information Processing | University of Chinese Academy of Sciences,China,AAAI,2020
AAAI-2020-A000053,Jinchao Zhang,"Pattern Recognition Center, WeChat AI, Tencent Inc, China",China,AAAI,2020
AAAI-2020-A000054,Yang Feng,Key Laboratory of Intelligent Information Processing | University of Chinese Academy of Sciences,China,AAAI,2020
AAAI-2020-A000055,Fandong Meng,"Pattern Recognition Center, WeChat AI, Tencent Inc, China",China,AAAI,2020
AAAI-2020-A000056,Jie Zhou,"Pattern Recognition Center, WeChat AI, Tencent Inc, China",China,AAAI,2020
AAAI-2020-A000057,Tiancheng Shen,"Department of Computer Science and Technology, Tsinghua University, Beijing , China",China,AAAI,2020
AAAI-2020-A000058,Jia Jia,"Department of Computer Science and Technology, Tsinghua University, Beijing , China",China,AAAI,2020
AAAI-2020-A000059,Yan Li,"WeChat AI, Tencent Inc, China",China,AAAI,2020
AAAI-2020-A000060,Yihui Ma,"Department of Computer Science and Technology, Tsinghua University, Beijing , China",China,AAAI,2020
AAAI-2020-A000061,Yaohua Bu,"Department of Computer Science and Technology, Tsinghua University, Beijing , China",China,AAAI,2020
AAAI-2020-A000062,Hanjie Wang,"WeChat AI, Tencent Inc, China",China,AAAI,2020
AAAI-2020-A000063,Bo Chen,"WeChat AI, Tencent Inc, China",China,AAAI,2020
AAAI-2020-A000064,Tat-Seng Chua,"School of Computing, National University of Singapore",Singapore,AAAI,2020
AAAI-2020-A000065,Wendy Hall,"Electronics and Computer Science, University of Southampton",United Kingdom,AAAI,2020
AAAI-2020-A000066,Ke Sun,"Wuhan University, China",China,AAAI,2020
AAAI-2020-A000067,Tieyun Qian,"Wuhan University, China",China,AAAI,2020
AAAI-2020-A000068,Tong Chen,UNKNOWN,UNKNOWN,AAAI,2020
AAAI-2020-A000069,Yile Liang,"Wuhan University, China",China,AAAI,2020
AAAI-2020-A000070,Quoc Viet Hung Nguyen,"Grifﬁth University, Australia",Australia,AAAI,2020
AAAI-2020-A000071,Hongzhi Yin,UNKNOWN,UNKNOWN,AAAI,2020
AAAI-2020-A000072,Zequn Sun,"State Key Laboratory for Novel Software Technology, Nanjing University, China",China,AAAI,2020
AAAI-2020-A000073,Chengming Wang,"State Key Laboratory for Novel Software Technology, Nanjing University, China",China,AAAI,2020
AAAI-2020-A000074,Wei Hu,"State Key Laboratory for Novel Software Technology, Nanjing University, China",China,AAAI,2020
AAAI-2020-A000075,Muhao Chen,"Department of Computer Science, University of California, Los Angeles, USA",United States,AAAI,2020
AAAI-2020-A000076,Jian Dai,"Alibaba Group, China",China,AAAI,2020
AAAI-2020-A000077,Wei Zhang,"Alibaba Group, China",China,AAAI,2020
AAAI-2020-A000078,Yuzhong Qu,"State Key Laboratory for Novel Software Technology, Nanjing University, China",China,AAAI,2020
AAAI-2020-A000079,Kunihiro Takeoka,NEC Corporation,Japan,AAAI,2020
AAAI-2020-A000080,Yuyang Dong,NEC Corporation,Japan,AAAI,2020
AAAI-2020-A000081,Masafumi Oyamada,NEC Corporation,Japan,AAAI,2020
AAAI-2020-A000082,Haiwen Wang,"Shanghai Jiao Tong University, Shanghai, China University of Illinois at Urbana-Champaign, Urbana, IL, USA",United States | China,AAAI,2020
AAAI-2020-A000083,Ruijie Wan,"Shanghai Jiao Tong University, Shanghai, China University of Illinois at Urbana-Champaign, Urbana, IL, USA",United States | China,AAAI,2020
AAAI-2020-A000084,Chuan Wen,"Shanghai Jiao Tong University, Shanghai, China University of Illinois at Urbana-Champaign, Urbana, IL, USA",United States | China,AAAI,2020
AAAI-2020-A000085,Shuhao Li,"Shanghai Jiao Tong University, Shanghai, China University of Illinois at Urbana-Champaign, Urbana, IL, USA",United States | China,AAAI,2020
AAAI-2020-A000086,Yuting Jia,"Shanghai Jiao Tong University, Shanghai, China University of Illinois at Urbana-Champaign, Urbana, IL, USA",United States | China,AAAI,2020
