author_id,author_name,country,institution,conference,year,source_url,source_note
ECCV-2016-A000001,Filip Radenović,UNKNOWN,"CMP, Faculty of Electrical Engineering, Czech Technical University in Prague",ECCV,2016,https://link.springer.com/book/10.1007/978-3-319-46448-0,Affiliation parsed from local first-page text extracted from paper PDF
ECCV-2016-A000002,Giorgos Tolias,UNKNOWN,"CMP, Faculty of Electrical Engineering, Czech Technical University in Prague",ECCV,2016,https://link.springer.com/book/10.1007/978-3-319-46448-0,Affiliation parsed from local first-page text extracted from paper PDF
ECCV-2016-A000003,Ondřej Chum,UNKNOWN,"CMP, Faculty of Electrical Engineering, Czech Technical University in Prague",ECCV,2016,https://link.springer.com/book/10.1007/978-3-319-46448-0,Affiliation parsed from local first-page text extracted from paper PDF
ECCV-2016-A000004,Wei Liu,United States,"UNC Chapel Hill, Chapel Hill, USA",ECCV,2016,https://link.springer.com/book/10.1007/978-3-319-46448-0,Affiliation parsed from local first-page text extracted from paper PDF
ECCV-2016-A000005,Dragomir Anguelov,UNKNOWN,UNKNOWN,ECCV,2016,https://link.springer.com/chapter/10.1007/978-3-319-46448-0_2,Parsed from Springer proceedings TOC; affiliations require first-page enrichment and author lists may be truncated with et al.
ECCV-2016-A000006,Dumitru Erhan,UNKNOWN,UNKNOWN,ECCV,2016,https://link.springer.com/chapter/10.1007/978-3-319-46448-0_2,Parsed from Springer proceedings TOC; affiliations require first-page enrichment and author lists may be truncated with et al.
ECCV-2016-A000007,Christian Szegedy,UNKNOWN,UNKNOWN,ECCV,2016,https://link.springer.com/chapter/10.1007/978-3-319-46448-0_2,Parsed from Springer proceedings TOC; affiliations require first-page enrichment and author lists may be truncated with et al.
ECCV-2016-A000008,Scott Reed,UNKNOWN,UNKNOWN,ECCV,2016,https://link.springer.com/chapter/10.1007/978-3-319-46448-0_2,Parsed from Springer proceedings TOC; affiliations require first-page enrichment and author lists may be truncated with et al.
ECCV-2016-A000009,Cheng-Yang Fu et al.,UNKNOWN,UNKNOWN,ECCV,2016,https://link.springer.com/chapter/10.1007/978-3-319-46448-0_2,Parsed from Springer proceedings TOC; affiliations require first-page enrichment and author lists may be truncated with et al.
ECCV-2016-A000010,Xi Peng,United States,"Rutgers University, Piscataway, USA",ECCV,2016,https://link.springer.com/book/10.1007/978-3-319-46448-0,Affiliation parsed from local first-page text extracted from paper PDF
ECCV-2016-A000011,Rogerio S. Feris,United States,"Rutgers University, Piscataway, USA",ECCV,2016,https://link.springer.com/book/10.1007/978-3-319-46448-0,Affiliation parsed from local first-page text extracted from paper PDF
ECCV-2016-A000012,Xiaoyu Wang,United States,"Rutgers University, Piscataway, USA",ECCV,2016,https://link.springer.com/book/10.1007/978-3-319-46448-0,Affiliation parsed from local first-page text extracted from paper PDF
ECCV-2016-A000013,Dimitris N. Metaxas,United States,"Rutgers University, Piscataway, USA",ECCV,2016,https://link.springer.com/book/10.1007/978-3-319-46448-0,Affiliation parsed from local first-page text extracted from paper PDF
ECCV-2016-A000014,Shengtao Xiao,Singapore,"Department of Electrical and Computer Engineering, National University of Singapore, Singapore, Singapore",ECCV,2016,https://link.springer.com/book/10.1007/978-3-319-46448-0,Affiliation parsed from local first-page text extracted from paper PDF
