paper_id,author_id,author_position
ECCV-2016-P0001,ECCV-2016-A000001,1
ECCV-2016-P0001,ECCV-2016-A000002,2
ECCV-2016-P0001,ECCV-2016-A000003,3
ECCV-2016-P0002,ECCV-2016-A000004,1
ECCV-2016-P0002,ECCV-2016-A000005,2
ECCV-2016-P0002,ECCV-2016-A000006,3
ECCV-2016-P0002,ECCV-2016-A000007,4
ECCV-2016-P0002,ECCV-2016-A000008,5
ECCV-2016-P0002,ECCV-2016-A000009,6
ECCV-2016-P0003,ECCV-2016-A000010,1
ECCV-2016-P0003,ECCV-2016-A000011,2
ECCV-2016-P0003,ECCV-2016-A000012,3
ECCV-2016-P0003,ECCV-2016-A000013,4
ECCV-2016-P0004,ECCV-2016-A000014,1
ECCV-2016-P0004,ECCV-2016-A000015,2
ECCV-2016-P0004,ECCV-2016-A000016,3
ECCV-2016-P0004,ECCV-2016-A000017,4
ECCV-2016-P0004,ECCV-2016-A000018,5
ECCV-2016-P0004,ECCV-2016-A000019,6
ECCV-2016-P0005,ECCV-2016-A000020,1
ECCV-2016-P0005,ECCV-2016-A000021,2
ECCV-2016-P0005,ECCV-2016-A000022,3
ECCV-2016-P0005,ECCV-2016-A000023,4
ECCV-2016-P0006,ECCV-2016-A000024,1
ECCV-2016-P0006,ECCV-2016-A000025,2
ECCV-2016-P0006,ECCV-2016-A000026,3
ECCV-2016-P0006,ECCV-2016-A000027,4
ECCV-2016-P0006,ECCV-2016-A000028,5
ECCV-2016-P0007,ECCV-2016-A000029,1
ECCV-2016-P0007,ECCV-2016-A000030,2
ECCV-2016-P0007,ECCV-2016-A000031,3
ECCV-2016-P0008,ECCV-2016-A000032,1
ECCV-2016-P0008,ECCV-2016-A000033,2
ECCV-2016-P0008,ECCV-2016-A000034,3
ECCV-2016-P0008,ECCV-2016-A000035,4
ECCV-2016-P0008,ECCV-2016-A000036,5
ECCV-2016-P0009,ECCV-2016-A000037,1
ECCV-2016-P0009,ECCV-2016-A000038,2
ECCV-2016-P0009,ECCV-2016-A000039,3
ECCV-2016-P0009,ECCV-2016-A000040,4
ECCV-2016-P0009,ECCV-2016-A000041,5
ECCV-2016-P0010,ECCV-2016-A000042,1
ECCV-2016-P0010,ECCV-2016-A000043,2
ECCV-2016-P0010,ECCV-2016-A000044,3
ECCV-2016-P0010,ECCV-2016-A000045,4
ECCV-2016-P0010,ECCV-2016-A000046,5
ECCV-2016-P0010,ECCV-2016-A000047,6
ECCV-2016-P0011,ECCV-2016-A000048,1
ECCV-2016-P0011,ECCV-2016-A000049,2
ECCV-2016-P0011,ECCV-2016-A000050,3
ECCV-2016-P0011,ECCV-2016-A000051,4
ECCV-2016-P0012,ECCV-2016-A000052,1
