volume_label,proceedings_url,notes
part_01,https://link.springer.com/book/10.1007/978-3-319-46448-0,ECCV 2016 proceedings Part I
part_02,https://link.springer.com/book/10.1007/978-3-319-46475-6,ECCV 2016 proceedings Part II
part_03,https://link.springer.com/book/10.1007/978-3-319-46487-9,ECCV 2016 proceedings Part III
part_04,https://link.springer.com/book/10.1007/978-3-319-46493-0,ECCV 2016 proceedings Part IV
part_05,https://link.springer.com/book/10.1007/978-3-319-46454-1,ECCV 2016 proceedings Part V
part_06,https://link.springer.com/book/10.1007/978-3-319-46466-4,ECCV 2016 proceedings Part VI
part_07,https://link.springer.com/book/10.1007/978-3-319-46478-7,ECCV 2016 proceedings Part VII
part_08,https://link.springer.com/book/10.1007/978-3-319-46484-8,ECCV 2016 proceedings Part VIII
