paper_id,title,paper_page_url,pdf_url
ECCV-2020-P0001,Quaternion Equivariant Capsule Networks for 3D Point Clouds,https://link.springer.com/chapter/10.1007/978-3-030-58452-8_1,https://link.springer.com/content/pdf/10.1007/978-3-030-58452-8_1
ECCV-2020-P0002,DeepFit: 3D Surface Fitting via Neural Network Weighted Least Squares,https://link.springer.com/chapter/10.1007/978-3-030-58452-8_2,https://link.springer.com/content/pdf/10.1007/978-3-030-58452-8_2
ECCV-2020-P0003,NSGANetV2: Evolutionary Multi-objective Surrogate-Assisted Neural Architecture Search,https://link.springer.com/chapter/10.1007/978-3-030-58452-8_3,https://link.springer.com/content/pdf/10.1007/978-3-030-58452-8_3
ECCV-2020-P0004,Describing Textures Using Natural Language,https://link.springer.com/chapter/10.1007/978-3-030-58452-8_4,https://link.springer.com/content/pdf/10.1007/978-3-030-58452-8_4
ECCV-2020-P0005,Empowering Relational Network by Self-attention Augmented Conditional Random Fields for Group Activity Recognition,https://link.springer.com/chapter/10.1007/978-3-030-58452-8_5,https://link.springer.com/content/pdf/10.1007/978-3-030-58452-8_5
ECCV-2020-P0006,AiR: Attention with Reasoning Capability,https://link.springer.com/chapter/10.1007/978-3-030-58452-8_6,https://link.springer.com/content/pdf/10.1007/978-3-030-58452-8_6
ECCV-2020-P0007,Self6D: Self-supervised Monocular 6D Object Pose Estimation,https://link.springer.com/chapter/10.1007/978-3-030-58452-8_7,https://link.springer.com/content/pdf/10.1007/978-3-030-58452-8_7
ECCV-2020-P0008,Invertible Image Rescaling,https://link.springer.com/chapter/10.1007/978-3-030-58452-8_8,https://link.springer.com/content/pdf/10.1007/978-3-030-58452-8_8
ECCV-2020-P0009,Synthesize Then Compare: Detecting Failures and Anomalies for Semantic Segmentation,https://link.springer.com/chapter/10.1007/978-3-030-58452-8_9,https://link.springer.com/content/pdf/10.1007/978-3-030-58452-8_9
ECCV-2020-P0010,House-GAN: Relational Generative Adversarial Networks for Graph-Constrained House Layout Generation,https://link.springer.com/chapter/10.1007/978-3-030-58452-8_10,https://link.springer.com/content/pdf/10.1007/978-3-030-58452-8_10
