paper_id,author_id,author_position
CVPR-2019-P0001,CVPR-2019-A000001,1
CVPR-2019-P0001,CVPR-2019-A000002,2
CVPR-2019-P0001,CVPR-2019-A000003,3
CVPR-2019-P0001,CVPR-2019-A000004,4
CVPR-2019-P0001,CVPR-2019-A000005,5
CVPR-2019-P0002,CVPR-2019-A000006,1
CVPR-2019-P0002,CVPR-2019-A000007,2
CVPR-2019-P0002,CVPR-2019-A000008,3
CVPR-2019-P0002,CVPR-2019-A000009,4
CVPR-2019-P0003,CVPR-2019-A000010,1
CVPR-2019-P0003,CVPR-2019-A000011,2
CVPR-2019-P0004,CVPR-2019-A000012,1
CVPR-2019-P0004,CVPR-2019-A000013,2
CVPR-2019-P0004,CVPR-2019-A000014,3
CVPR-2019-P0004,CVPR-2019-A000015,4
CVPR-2019-P0005,CVPR-2019-A000016,1
CVPR-2019-P0005,CVPR-2019-A000017,2
CVPR-2019-P0005,CVPR-2019-A000018,3
CVPR-2019-P0006,CVPR-2019-A000019,1
CVPR-2019-P0006,CVPR-2019-A000020,2
CVPR-2019-P0007,CVPR-2019-A000021,1
CVPR-2019-P0007,CVPR-2019-A000022,2
CVPR-2019-P0007,CVPR-2019-A000023,3
CVPR-2019-P0007,CVPR-2019-A000024,4
CVPR-2019-P0008,CVPR-2019-A000025,1
CVPR-2019-P0008,CVPR-2019-A000026,2
CVPR-2019-P0008,CVPR-2019-A000027,3
CVPR-2019-P0008,CVPR-2019-A000028,4
CVPR-2019-P0009,CVPR-2019-A000029,1
CVPR-2019-P0009,CVPR-2019-A000030,2
CVPR-2019-P0009,CVPR-2019-A000031,3
CVPR-2019-P0009,CVPR-2019-A000032,4
CVPR-2019-P0009,CVPR-2019-A000033,5
CVPR-2019-P0009,CVPR-2019-A000034,6
CVPR-2019-P0009,CVPR-2019-A000035,7
CVPR-2019-P0010,CVPR-2019-A000036,1
CVPR-2019-P0010,CVPR-2019-A000037,2
CVPR-2019-P0011,CVPR-2019-A000038,1
CVPR-2019-P0011,CVPR-2019-A000039,2
CVPR-2019-P0011,CVPR-2019-A000040,3
CVPR-2019-P0011,CVPR-2019-A000041,4
CVPR-2019-P0011,CVPR-2019-A000042,5
CVPR-2019-P0012,CVPR-2019-A000043,1
CVPR-2019-P0012,CVPR-2019-A000044,2
CVPR-2019-P0012,CVPR-2019-A000045,3
CVPR-2019-P0012,CVPR-2019-A000046,4
CVPR-2019-P0012,CVPR-2019-A000047,5
CVPR-2019-P0013,CVPR-2019-A000048,1
CVPR-2019-P0013,CVPR-2019-A000049,2
CVPR-2019-P0013,CVPR-2019-A000050,3
CVPR-2019-P0013,CVPR-2019-A000051,4
CVPR-2019-P0014,CVPR-2019-A000052,1
CVPR-2019-P0014,CVPR-2019-A000053,2
CVPR-2019-P0014,CVPR-2019-A000054,3
CVPR-2019-P0015,CVPR-2019-A000055,1
