paper_id,author_id,author_name,selected_variant,selection_reason,institution_raw,candidate_score,first_page_text_path,source_url
ICCV-2017-P0001,ICCV-2017-A000001,Dylan Campbell,numbered,complete_numbered_variant,Australian National University* | Data61 – CSIRO,5,data/raw/iccv/2017/first_pages/ICCV-2017-P0001.txt,https://openaccess.thecvf.com/content_ICCV_2017/papers/Campbell_Globally-Optimal_Inlier_Set_ICCV_2017_paper.pdf
ICCV-2017-P0001,ICCV-2017-A000002,Lars Petersson,numbered,complete_numbered_variant,Australian National University* | Data61 – CSIRO,5,data/raw/iccv/2017/first_pages/ICCV-2017-P0001.txt,https://openaccess.thecvf.com/content_ICCV_2017/papers/Campbell_Globally-Optimal_Inlier_Set_ICCV_2017_paper.pdf
ICCV-2017-P0001,ICCV-2017-A000003,Laurent Kneip,numbered,complete_numbered_variant,Australian National University*,4,data/raw/iccv/2017/first_pages/ICCV-2017-P0001.txt,https://openaccess.thecvf.com/content_ICCV_2017/papers/Campbell_Globally-Optimal_Inlier_Set_ICCV_2017_paper.pdf
ICCV-2017-P0001,ICCV-2017-A000004,Hongdong Li,numbered,complete_numbered_variant,Australian National University*,4,data/raw/iccv/2017/first_pages/ICCV-2017-P0001.txt,https://openaccess.thecvf.com/content_ICCV_2017/papers/Campbell_Globally-Optimal_Inlier_Set_ICCV_2017_paper.pdf
ICCV-2017-P0002,ICCV-2017-A000005,Chao-Tsung Huang,shared,complete_shared_variant,"National Tsing Hua University, Taiwan",4,data/raw/iccv/2017/first_pages/ICCV-2017-P0002.txt,https://openaccess.thecvf.com/content_ICCV_2017/papers/Huang_Robust_Pseudo_Random_ICCV_2017_paper.pdf
ICCV-2017-P0003,ICCV-2017-A000006,Kihwan Kim,numbered,no_viable_candidate,UNKNOWN,0,data/raw/iccv/2017/first_pages/ICCV-2017-P0003.txt,https://openaccess.thecvf.com/content_ICCV_2017/papers/Kim_A_Lightweight_Approach_ICCV_2017_paper.pdf
ICCV-2017-P0003,ICCV-2017-A000007,Jinwei Gu,numbered,no_viable_candidate,UNKNOWN,0,data/raw/iccv/2017/first_pages/ICCV-2017-P0003.txt,https://openaccess.thecvf.com/content_ICCV_2017/papers/Kim_A_Lightweight_Approach_ICCV_2017_paper.pdf
ICCV-2017-P0003,ICCV-2017-A000008,Stephen Tyree,numbered,no_viable_candidate,UNKNOWN,0,data/raw/iccv/2017/first_pages/ICCV-2017-P0003.txt,https://openaccess.thecvf.com/content_ICCV_2017/papers/Kim_A_Lightweight_Approach_ICCV_2017_paper.pdf
ICCV-2017-P0003,ICCV-2017-A000009,Pavlo Molchanov,numbered,no_viable_candidate,UNKNOWN,0,data/raw/iccv/2017/first_pages/ICCV-2017-P0003.txt,https://openaccess.thecvf.com/content_ICCV_2017/papers/Kim_A_Lightweight_Approach_ICCV_2017_paper.pdf
ICCV-2017-P0003,ICCV-2017-A000010,Matthias Niessner,numbered,no_viable_candidate,UNKNOWN,-1000,data/raw/iccv/2017/first_pages/ICCV-2017-P0003.txt,https://openaccess.thecvf.com/content_ICCV_2017/papers/Kim_A_Lightweight_Approach_ICCV_2017_paper.pdf
