paper_id,title,paper_page_url,pdf_url
NEURIPS-2020-P0001,A graph similarity for deep learning,https://proceedings.neurips.cc/paper_files/paper/2020/hash/0004d0b59e19461ff126e3a08a814c33-Abstract.html,https://proceedings.neurips.cc/paper_files/paper/2020/file/0004d0b59e19461ff126e3a08a814c33-Paper.pdf
NEURIPS-2020-P0002,An Unsupervised Information-Theoretic Perceptual Quality Metric,https://proceedings.neurips.cc/paper_files/paper/2020/hash/00482b9bed15a272730fcb590ffebddd-Abstract.html,https://proceedings.neurips.cc/paper_files/paper/2020/file/00482b9bed15a272730fcb590ffebddd-Paper.pdf
NEURIPS-2020-P0003,Self-Supervised MultiModal Versatile Networks,https://proceedings.neurips.cc/paper_files/paper/2020/hash/0060ef47b12160b9198302ebdb144dcf-Abstract.html,https://proceedings.neurips.cc/paper_files/paper/2020/file/0060ef47b12160b9198302ebdb144dcf-Paper.pdf
NEURIPS-2020-P0004,"Benchmarking Deep Inverse Models over time, and the Neural-Adjoint method",https://proceedings.neurips.cc/paper_files/paper/2020/hash/007ff380ee5ac49ffc34442f5c2a2b86-Abstract.html,https://proceedings.neurips.cc/paper_files/paper/2020/file/007ff380ee5ac49ffc34442f5c2a2b86-Paper.pdf
NEURIPS-2020-P0005,Off-Policy Evaluation and Learning for External Validity under a Covariate Shift,https://proceedings.neurips.cc/paper_files/paper/2020/hash/0084ae4bc24c0795d1e6a4f58444d39b-Abstract.html,https://proceedings.neurips.cc/paper_files/paper/2020/file/0084ae4bc24c0795d1e6a4f58444d39b-Paper.pdf
NEURIPS-2020-P0006,Neural Methods for Point-wise Dependency Estimation,https://proceedings.neurips.cc/paper_files/paper/2020/hash/00a03ec6533ca7f5c644d198d815329c-Abstract.html,https://proceedings.neurips.cc/paper_files/paper/2020/file/00a03ec6533ca7f5c644d198d815329c-Paper.pdf
NEURIPS-2020-P0007,Fast and Flexible Temporal Point Processes with Triangular Maps,https://proceedings.neurips.cc/paper_files/paper/2020/hash/00ac8ed3b4327bdd4ebbebcb2ba10a00-Abstract.html,https://proceedings.neurips.cc/paper_files/paper/2020/file/00ac8ed3b4327bdd4ebbebcb2ba10a00-Paper.pdf
NEURIPS-2020-P0008,Backpropagating Linearly Improves Transferability of Adversarial Examples,https://proceedings.neurips.cc/paper_files/paper/2020/hash/00e26af6ac3b1c1c49d7c3d79c60d000-Abstract.html,https://proceedings.neurips.cc/paper_files/paper/2020/file/00e26af6ac3b1c1c49d7c3d79c60d000-Paper.pdf
NEURIPS-2020-P0009,PyGlove: Symbolic Programming for Automated Machine Learning,https://proceedings.neurips.cc/paper_files/paper/2020/hash/012a91467f210472fab4e11359bbfef6-Abstract.html,https://proceedings.neurips.cc/paper_files/paper/2020/file/012a91467f210472fab4e11359bbfef6-Paper.pdf
NEURIPS-2020-P0010,Fourier Sparse Leverage Scores and Approximate Kernel Learning,https://proceedings.neurips.cc/paper_files/paper/2020/hash/012d9fe15b2493f21902cd55603382ec-Abstract.html,https://proceedings.neurips.cc/paper_files/paper/2020/file/012d9fe15b2493f21902cd55603382ec-Paper.pdf
