track_label,track_url
No. 1: AAAI-23 Technical Tracks 1,https://ojs.aaai.org/index.php/AAAI/issue/view/548
No. 2: AAAI-23 Technical Tracks 2,https://ojs.aaai.org/index.php/AAAI/issue/view/549
