paper_id,author_id,author_name,selected_variant,selection_reason,institution_raw,candidate_score,first_page_text_path,source_url
AAAI-2015-P0001,AAAI-2015-A000001,Jun Li,stacked,complete_stacked_variant,"School of Computer Science and Technology Nanjing University of Science and Technology, Nanjing, China.",6,data/raw/aaai/2015/first_pages/AAAI-2015-P0001.txt,https://cdn.aaai.org/ojs/9786/9786-13-13314-1-2-20201228.pdf
AAAI-2015-P0001,AAAI-2015-A000002,Heyou Chang,stacked,complete_stacked_variant,"School of Computer Science and Technology Nanjing University of Science and Technology, Nanjing, China.",6,data/raw/aaai/2015/first_pages/AAAI-2015-P0001.txt,https://cdn.aaai.org/ojs/9786/9786-13-13314-1-2-20201228.pdf
AAAI-2015-P0001,AAAI-2015-A000003,Jian Yang,stacked,complete_stacked_variant,"School of Computer Science and Technology Nanjing University of Science and Technology, Nanjing, China.",6,data/raw/aaai/2015/first_pages/AAAI-2015-P0001.txt,https://cdn.aaai.org/ojs/9786/9786-13-13314-1-2-20201228.pdf
AAAI-2015-P0002,AAAI-2015-A000004,Xi Peng,stacked,complete_stacked_variant,"Institute for Infocomm Research, Agency for Science, Technology and Research (A*STAR), Singapore College of Computer Science, Sichuan University, Chengdu , P.R. China.",5,data/raw/aaai/2015/first_pages/AAAI-2015-P0002.txt,https://cdn.aaai.org/ojs/9788/9788-13-13316-1-2-20201228.pdf
AAAI-2015-P0002,AAAI-2015-A000005,Zhang Yi,stacked,complete_stacked_variant,"Institute for Infocomm Research, Agency for Science, Technology and Research (A*STAR), Singapore College of Computer Science, Sichuan University, Chengdu , P.R. China.",5,data/raw/aaai/2015/first_pages/AAAI-2015-P0002.txt,https://cdn.aaai.org/ojs/9788/9788-13-13316-1-2-20201228.pdf
AAAI-2015-P0002,AAAI-2015-A000006,Huajin Tang,stacked,complete_stacked_variant,"Institute for Infocomm Research, Agency for Science, Technology and Research (A*STAR), Singapore College of Computer Science, Sichuan University, Chengdu , P.R. China.",5,data/raw/aaai/2015/first_pages/AAAI-2015-P0002.txt,https://cdn.aaai.org/ojs/9788/9788-13-13316-1-2-20201228.pdf
AAAI-2015-P0003,AAAI-2015-A000007,Wenhan Luo,shared,no_viable_candidate,UNKNOWN,-1000,data/raw/aaai/2015/first_pages/AAAI-2015-P0003.txt,https://cdn.aaai.org/ojs/9789/9789-13-13317-1-2-20201228.pdf
AAAI-2015-P0003,AAAI-2015-A000008,Björn Stenger,shared,no_viable_candidate,UNKNOWN,-1000,data/raw/aaai/2015/first_pages/AAAI-2015-P0003.txt,https://cdn.aaai.org/ojs/9789/9789-13-13317-1-2-20201228.pdf
AAAI-2015-P0003,AAAI-2015-A000009,Xiaowei Zhao,shared,no_viable_candidate,UNKNOWN,-1000,data/raw/aaai/2015/first_pages/AAAI-2015-P0003.txt,https://cdn.aaai.org/ojs/9789/9789-13-13317-1-2-20201228.pdf
AAAI-2015-P0003,AAAI-2015-A000010,Tae-Kyun Kim,shared,no_viable_candidate,UNKNOWN,-1000,data/raw/aaai/2015/first_pages/AAAI-2015-P0003.txt,https://cdn.aaai.org/ojs/9789/9789-13-13317-1-2-20201228.pdf
