paper_id,title,author_ids,conference,year,source_url
CVPR-2020-P0001,Dual Super-Resolution Learning for Semantic Segmentation,CVPR-2020-A000001|CVPR-2020-A000002|CVPR-2020-A000003|CVPR-2020-A000004|CVPR-2020-A000005,CVPR,2020,https://openaccess.thecvf.com/content_CVPR_2020/html/Wang_Dual_Super-Resolution_Learning_for_Semantic_Segmentation_CVPR_2020_paper.html
CVPR-2020-P0002,Deep Unfolding Network for Image Super-Resolution,CVPR-2020-A000006|CVPR-2020-A000007|CVPR-2020-A000008,CVPR,2020,https://openaccess.thecvf.com/content_CVPR_2020/html/Zhang_Deep_Unfolding_Network_for_Image_Super-Resolution_CVPR_2020_paper.html
CVPR-2020-P0003,Unsupervised Learning for Intrinsic Image Decomposition From a Single Image,CVPR-2020-A000009|CVPR-2020-A000010|CVPR-2020-A000011|CVPR-2020-A000012,CVPR,2020,https://openaccess.thecvf.com/content_CVPR_2020/html/Liu_Unsupervised_Learning_for_Intrinsic_Image_Decomposition_From_a_Single_Image_CVPR_2020_paper.html
CVPR-2020-P0004,COCAS: A Large-Scale Clothes Changing Person Dataset for Re-Identification,CVPR-2020-A000013|CVPR-2020-A000014|CVPR-2020-A000015|CVPR-2020-A000016|CVPR-2020-A000017|CVPR-2020-A000018,CVPR,2020,https://openaccess.thecvf.com/content_CVPR_2020/html/Yu_COCAS_A_Large-Scale_Clothes_Changing_Person_Dataset_for_Re-Identification_CVPR_2020_paper.html
CVPR-2020-P0005,Dynamic Convolutions: Exploiting Spatial Sparsity for Faster Inference,CVPR-2020-A000019|CVPR-2020-A000020,CVPR,2020,https://openaccess.thecvf.com/content_CVPR_2020/html/Verelst_Dynamic_Convolutions_Exploiting_Spatial_Sparsity_for_Faster_Inference_CVPR_2020_paper.html
CVPR-2020-P0006,Alleviation of Gradient Exploding in GANs: Fake Can Be Real,CVPR-2020-A000021|CVPR-2020-A000022,CVPR,2020,https://openaccess.thecvf.com/content_CVPR_2020/html/Tao_Alleviation_of_Gradient_Exploding_in_GANs_Fake_Can_Be_Real_CVPR_2020_paper.html
CVPR-2020-P0007,Forward and Backward Information Retention for Accurate Binary Neural Networks,CVPR-2020-A000023|CVPR-2020-A000024|CVPR-2020-A000025|CVPR-2020-A000026|CVPR-2020-A000027|CVPR-2020-A000028|CVPR-2020-A000029,CVPR,2020,https://openaccess.thecvf.com/content_CVPR_2020/html/Qin_Forward_and_Backward_Information_Retention_for_Accurate_Binary_Neural_Networks_CVPR_2020_paper.html
CVPR-2020-P0008,Cooling-Shrinking Attack: Blinding the Tracker With Imperceptible Noises,CVPR-2020-A000030|CVPR-2020-A000031|CVPR-2020-A000032|CVPR-2020-A000033,CVPR,2020,https://openaccess.thecvf.com/content_CVPR_2020/html/Yan_Cooling-Shrinking_Attack_Blinding_the_Tracker_With_Imperceptible_Noises_CVPR_2020_paper.html
CVPR-2020-P0009,Zooming Slow-Mo: Fast and Accurate One-Stage Space-Time Video Super-Resolution,CVPR-2020-A000034|CVPR-2020-A000035|CVPR-2020-A000036|CVPR-2020-A000037|CVPR-2020-A000038|CVPR-2020-A000039,CVPR,2020,https://openaccess.thecvf.com/content_CVPR_2020/html/Xiang_Zooming_Slow-Mo_Fast_and_Accurate_One-Stage_Space-Time_Video_Super-Resolution_CVPR_2020_paper.html
CVPR-2020-P0010,A Hierarchical Graph Network for 3D Object Detection on Point Clouds,CVPR-2020-A000040|CVPR-2020-A000041|CVPR-2020-A000042|CVPR-2020-A000043|CVPR-2020-A000044|CVPR-2020-A000045,CVPR,2020,https://openaccess.thecvf.com/content_CVPR_2020/html/Chen_A_Hierarchical_Graph_Network_for_3D_Object_Detection_on_Point_CVPR_2020_paper.html
