paper_id,author_id,author_position
CVPR-2020-P0001,CVPR-2020-A000001,1
CVPR-2020-P0001,CVPR-2020-A000002,2
CVPR-2020-P0001,CVPR-2020-A000003,3
CVPR-2020-P0001,CVPR-2020-A000004,4
CVPR-2020-P0001,CVPR-2020-A000005,5
CVPR-2020-P0002,CVPR-2020-A000006,1
CVPR-2020-P0002,CVPR-2020-A000007,2
CVPR-2020-P0002,CVPR-2020-A000008,3
CVPR-2020-P0003,CVPR-2020-A000009,1
CVPR-2020-P0003,CVPR-2020-A000010,2
CVPR-2020-P0003,CVPR-2020-A000011,3
CVPR-2020-P0003,CVPR-2020-A000012,4
CVPR-2020-P0004,CVPR-2020-A000013,1
CVPR-2020-P0004,CVPR-2020-A000014,2
CVPR-2020-P0004,CVPR-2020-A000015,3
CVPR-2020-P0004,CVPR-2020-A000016,4
CVPR-2020-P0004,CVPR-2020-A000017,5
CVPR-2020-P0004,CVPR-2020-A000018,6
CVPR-2020-P0005,CVPR-2020-A000019,1
CVPR-2020-P0005,CVPR-2020-A000020,2
CVPR-2020-P0006,CVPR-2020-A000021,1
CVPR-2020-P0006,CVPR-2020-A000022,2
CVPR-2020-P0007,CVPR-2020-A000023,1
CVPR-2020-P0007,CVPR-2020-A000024,2
CVPR-2020-P0007,CVPR-2020-A000025,3
CVPR-2020-P0007,CVPR-2020-A000026,4
CVPR-2020-P0007,CVPR-2020-A000027,5
CVPR-2020-P0007,CVPR-2020-A000028,6
CVPR-2020-P0007,CVPR-2020-A000029,7
CVPR-2020-P0008,CVPR-2020-A000030,1
CVPR-2020-P0008,CVPR-2020-A000031,2
CVPR-2020-P0008,CVPR-2020-A000032,3
CVPR-2020-P0008,CVPR-2020-A000033,4
CVPR-2020-P0009,CVPR-2020-A000034,1
CVPR-2020-P0009,CVPR-2020-A000035,2
CVPR-2020-P0009,CVPR-2020-A000036,3
CVPR-2020-P0009,CVPR-2020-A000037,4
CVPR-2020-P0009,CVPR-2020-A000038,5
CVPR-2020-P0009,CVPR-2020-A000039,6
CVPR-2020-P0010,CVPR-2020-A000040,1
CVPR-2020-P0010,CVPR-2020-A000041,2
CVPR-2020-P0010,CVPR-2020-A000042,3
CVPR-2020-P0010,CVPR-2020-A000043,4
CVPR-2020-P0010,CVPR-2020-A000044,5
CVPR-2020-P0010,CVPR-2020-A000045,6
CVPR-2020-P0011,CVPR-2020-A000046,1
CVPR-2020-P0011,CVPR-2020-A000047,2
CVPR-2020-P0011,CVPR-2020-A000048,3
CVPR-2020-P0012,CVPR-2020-A000049,1
CVPR-2020-P0012,CVPR-2020-A000050,2
CVPR-2020-P0012,CVPR-2020-A000051,3
CVPR-2020-P0012,CVPR-2020-A000052,4
CVPR-2020-P0012,CVPR-2020-A000053,5
CVPR-2020-P0013,CVPR-2020-A000054,1
CVPR-2020-P0013,CVPR-2020-A000055,2
CVPR-2020-P0013,CVPR-2020-A000056,3
CVPR-2020-P0013,CVPR-2020-A000057,4
CVPR-2020-P0014,CVPR-2020-A000058,1
CVPR-2020-P0014,CVPR-2020-A000059,2
CVPR-2020-P0014,CVPR-2020-A000060,3
CVPR-2020-P0014,CVPR-2020-A000061,4
CVPR-2020-P0015,CVPR-2020-A000062,1
CVPR-2020-P0015,CVPR-2020-A000063,2
