paper_id,author_id,author_name,selected_variant,selection_reason,institution_raw,institution_normalized,candidate_score,first_page_text_path,source_url
AAAI-2018-P0001,AAAI-2018-A000001,Yang Yang,stacked,complete_stacked_variant,"College of Computer Science and Technology, Zhejiang University, China Department of Computer Science, University of Colorado Boulder, USA","College of Computer Science and Technology, Zhejiang University, China Department of Computer Science, University of Colorado Boulder, USA",3,data/raw/aaai/2018/first_pages/AAAI-2018-P0001.txt,https://cdn.aaai.org/ojs/11269/11269-13-14797-1-2-20201228.pdf
AAAI-2018-P0001,AAAI-2018-A000002,Chenhao Tan,stacked,complete_stacked_variant,"College of Computer Science and Technology, Zhejiang University, China Department of Computer Science, University of Colorado Boulder, USA","College of Computer Science and Technology, Zhejiang University, China Department of Computer Science, University of Colorado Boulder, USA",3,data/raw/aaai/2018/first_pages/AAAI-2018-P0001.txt,https://cdn.aaai.org/ojs/11269/11269-13-14797-1-2-20201228.pdf
AAAI-2018-P0001,AAAI-2018-A000003,Zongtao Liu,stacked,complete_stacked_variant,"College of Computer Science and Technology, Zhejiang University, China Department of Computer Science, University of Colorado Boulder, USA","College of Computer Science and Technology, Zhejiang University, China Department of Computer Science, University of Colorado Boulder, USA",3,data/raw/aaai/2018/first_pages/AAAI-2018-P0001.txt,https://cdn.aaai.org/ojs/11269/11269-13-14797-1-2-20201228.pdf
AAAI-2018-P0001,AAAI-2018-A000004,Fei Wu,stacked,complete_stacked_variant,"College of Computer Science and Technology, Zhejiang University, China Department of Computer Science, University of Colorado Boulder, USA","College of Computer Science and Technology, Zhejiang University, China Department of Computer Science, University of Colorado Boulder, USA",3,data/raw/aaai/2018/first_pages/AAAI-2018-P0001.txt,https://cdn.aaai.org/ojs/11269/11269-13-14797-1-2-20201228.pdf
AAAI-2018-P0001,AAAI-2018-A000005,Yueting Zhuang,stacked,complete_stacked_variant,"College of Computer Science and Technology, Zhejiang University, China Department of Computer Science, University of Colorado Boulder, USA","College of Computer Science and Technology, Zhejiang University, China Department of Computer Science, University of Colorado Boulder, USA",3,data/raw/aaai/2018/first_pages/AAAI-2018-P0001.txt,https://cdn.aaai.org/ojs/11269/11269-13-14797-1-2-20201228.pdf
AAAI-2018-P0002,AAAI-2018-A000006,Yang Liu,shared,complete_shared_variant,New Jersey Institute of Technology,New Jersey Institute of Technology,2,data/raw/aaai/2018/first_pages/AAAI-2018-P0002.txt,https://cdn.aaai.org/ojs/11268/11268-13-14796-1-2-20201228.pdf
AAAI-2018-P0002,AAAI-2018-A000007,Yi-Fang Wu,shared,complete_shared_variant,New Jersey Institute of Technology,New Jersey Institute of Technology,2,data/raw/aaai/2018/first_pages/AAAI-2018-P0002.txt,https://cdn.aaai.org/ojs/11268/11268-13-14796-1-2-20201228.pdf
AAAI-2018-P0003,AAAI-2018-A000008,Ke Tu,numbered,best_scoring_candidate,"Department of Computer Science and Technology, Tsinghua University","Department of Computer Science and Technology, Tsinghua University",4,data/raw/aaai/2018/first_pages/AAAI-2018-P0003.txt,https://cdn.aaai.org/ojs/11266/11266-13-14794-1-2-20201228.pdf
AAAI-2018-P0003,AAAI-2018-A000009,Peng Cui,numbered,best_scoring_candidate,"Department of Computer Science and Technology, Tsinghua University","Department of Computer Science and Technology, Tsinghua University",4,data/raw/aaai/2018/first_pages/AAAI-2018-P0003.txt,https://cdn.aaai.org/ojs/11266/11266-13-14794-1-2-20201228.pdf
AAAI-2018-P0003,AAAI-2018-A000010,Xiao Wang,numbered,best_scoring_candidate,"Department of Computer Science and Technology, Tsinghua University","Department of Computer Science and Technology, Tsinghua University",4,data/raw/aaai/2018/first_pages/AAAI-2018-P0003.txt,https://cdn.aaai.org/ojs/11266/11266-13-14794-1-2-20201228.pdf
AAAI-2018-P0003,AAAI-2018-A000011,Fei Wang,numbered,no_viable_candidate,UNKNOWN,UNKNOWN,1,data/raw/aaai/2018/first_pages/AAAI-2018-P0003.txt,https://cdn.aaai.org/ojs/11266/11266-13-14794-1-2-20201228.pdf
AAAI-2018-P0003,AAAI-2018-A000012,Wenwu Zhu,numbered,best_scoring_candidate,"Department of Computer Science and Technology, Tsinghua University","Department of Computer Science and Technology, Tsinghua University",4,data/raw/aaai/2018/first_pages/AAAI-2018-P0003.txt,https://cdn.aaai.org/ojs/11266/11266-13-14794-1-2-20201228.pdf
