paper_id,author_id,author_position
NEURIPS-2021-P0001,NEURIPS-2021-A000001,1
NEURIPS-2021-P0001,NEURIPS-2021-A000002,2
NEURIPS-2021-P0001,NEURIPS-2021-A000003,3
NEURIPS-2021-P0001,NEURIPS-2021-A000004,4
NEURIPS-2021-P0002,NEURIPS-2021-A000005,1
NEURIPS-2021-P0002,NEURIPS-2021-A000006,2
NEURIPS-2021-P0003,NEURIPS-2021-A000007,1
NEURIPS-2021-P0003,NEURIPS-2021-A000008,2
NEURIPS-2021-P0003,NEURIPS-2021-A000009,3
NEURIPS-2021-P0004,NEURIPS-2021-A000010,1
NEURIPS-2021-P0004,NEURIPS-2021-A000011,2
NEURIPS-2021-P0004,NEURIPS-2021-A000012,3
NEURIPS-2021-P0004,NEURIPS-2021-A000013,4
NEURIPS-2021-P0004,NEURIPS-2021-A000014,5
NEURIPS-2021-P0004,NEURIPS-2021-A000015,6
NEURIPS-2021-P0004,NEURIPS-2021-A000016,7
NEURIPS-2021-P0004,NEURIPS-2021-A000017,8
NEURIPS-2021-P0005,NEURIPS-2021-A000018,1
NEURIPS-2021-P0005,NEURIPS-2021-A000019,2
NEURIPS-2021-P0005,NEURIPS-2021-A000020,3
NEURIPS-2021-P0005,NEURIPS-2021-A000021,4
NEURIPS-2021-P0005,NEURIPS-2021-A000022,5
NEURIPS-2021-P0006,NEURIPS-2021-A000023,1
NEURIPS-2021-P0006,NEURIPS-2021-A000024,2
NEURIPS-2021-P0006,NEURIPS-2021-A000025,3
NEURIPS-2021-P0006,NEURIPS-2021-A000026,4
NEURIPS-2021-P0007,NEURIPS-2021-A000027,1
NEURIPS-2021-P0007,NEURIPS-2021-A000028,2
NEURIPS-2021-P0007,NEURIPS-2021-A000029,3
NEURIPS-2021-P0007,NEURIPS-2021-A000030,4
NEURIPS-2021-P0007,NEURIPS-2021-A000031,5
NEURIPS-2021-P0008,NEURIPS-2021-A000032,1
NEURIPS-2021-P0008,NEURIPS-2021-A000033,2
NEURIPS-2021-P0008,NEURIPS-2021-A000034,3
NEURIPS-2021-P0009,NEURIPS-2021-A000035,1
NEURIPS-2021-P0009,NEURIPS-2021-A000036,2
NEURIPS-2021-P0009,NEURIPS-2021-A000037,3
NEURIPS-2021-P0010,NEURIPS-2021-A000038,1
NEURIPS-2021-P0010,NEURIPS-2021-A000039,2
NEURIPS-2021-P0010,NEURIPS-2021-A000040,3
NEURIPS-2021-P0010,NEURIPS-2021-A000041,4
NEURIPS-2021-P0010,NEURIPS-2021-A000042,5
NEURIPS-2021-P0010,NEURIPS-2021-A000043,6
NEURIPS-2021-P0011,NEURIPS-2021-A000044,1
NEURIPS-2021-P0011,NEURIPS-2021-A000045,2
NEURIPS-2021-P0011,NEURIPS-2021-A000046,3
NEURIPS-2021-P0011,NEURIPS-2021-A000047,4
NEURIPS-2021-P0011,NEURIPS-2021-A000048,5
NEURIPS-2021-P0012,NEURIPS-2021-A000049,1
NEURIPS-2021-P0012,NEURIPS-2021-A000050,2
NEURIPS-2021-P0012,NEURIPS-2021-A000051,3
NEURIPS-2021-P0013,NEURIPS-2021-A000052,1
NEURIPS-2021-P0013,NEURIPS-2021-A000053,2
NEURIPS-2021-P0013,NEURIPS-2021-A000054,3
NEURIPS-2021-P0013,NEURIPS-2021-A000055,4
NEURIPS-2021-P0013,NEURIPS-2021-A000056,5
NEURIPS-2021-P0013,NEURIPS-2021-A000057,6
NEURIPS-2021-P0013,NEURIPS-2021-A000058,7
NEURIPS-2021-P0014,NEURIPS-2021-A000059,1
NEURIPS-2021-P0014,NEURIPS-2021-A000060,2
NEURIPS-2021-P0014,NEURIPS-2021-A000061,3
NEURIPS-2021-P0015,NEURIPS-2021-A000062,1
NEURIPS-2021-P0015,NEURIPS-2021-A000063,2
NEURIPS-2021-P0016,NEURIPS-2021-A000064,1
NEURIPS-2021-P0016,NEURIPS-2021-A000065,2
NEURIPS-2021-P0016,NEURIPS-2021-A000066,3
NEURIPS-2021-P0016,NEURIPS-2021-A000067,4
NEURIPS-2021-P0016,NEURIPS-2021-A000068,5
NEURIPS-2021-P0016,NEURIPS-2021-A000069,6
NEURIPS-2021-P0017,NEURIPS-2021-A000070,1
NEURIPS-2021-P0017,NEURIPS-2021-A000071,2
NEURIPS-2021-P0017,NEURIPS-2021-A000072,3
NEURIPS-2021-P0018,NEURIPS-2021-A000073,1
NEURIPS-2021-P0018,NEURIPS-2021-A000074,2
NEURIPS-2021-P0018,NEURIPS-2021-A000075,3
NEURIPS-2021-P0019,NEURIPS-2021-A000076,1
NEURIPS-2021-P0019,NEURIPS-2021-A000077,2
NEURIPS-2021-P0019,NEURIPS-2021-A000078,3
NEURIPS-2021-P0019,NEURIPS-2021-A000079,4
NEURIPS-2021-P0019,NEURIPS-2021-A000080,5
NEURIPS-2021-P0019,NEURIPS-2021-A000081,6
NEURIPS-2021-P0020,NEURIPS-2021-A000082,1
NEURIPS-2021-P0020,NEURIPS-2021-A000083,2
NEURIPS-2021-P0020,NEURIPS-2021-A000084,3
NEURIPS-2021-P0020,NEURIPS-2021-A000085,4
NEURIPS-2021-P0020,NEURIPS-2021-A000086,5
NEURIPS-2021-P0020,NEURIPS-2021-A000087,6
NEURIPS-2021-P0020,NEURIPS-2021-A000088,7
NEURIPS-2021-P0020,NEURIPS-2021-A000089,8
NEURIPS-2021-P0020,NEURIPS-2021-A000090,9
