paper_id,author_id,author_position
AAAI-2022-P0001,AAAI-2022-A000001,1
AAAI-2022-P0001,AAAI-2022-A000002,2
AAAI-2022-P0001,AAAI-2022-A000003,3
AAAI-2022-P0002,AAAI-2022-A000004,1
AAAI-2022-P0002,AAAI-2022-A000005,2
AAAI-2022-P0002,AAAI-2022-A000006,3
AAAI-2022-P0002,AAAI-2022-A000007,4
AAAI-2022-P0003,AAAI-2022-A000008,1
AAAI-2022-P0003,AAAI-2022-A000009,2
AAAI-2022-P0003,AAAI-2022-A000010,3
AAAI-2022-P0003,AAAI-2022-A000011,4
AAAI-2022-P0003,AAAI-2022-A000012,5
AAAI-2022-P0004,AAAI-2022-A000013,1
AAAI-2022-P0004,AAAI-2022-A000014,2
AAAI-2022-P0005,AAAI-2022-A000015,1
AAAI-2022-P0005,AAAI-2022-A000016,2
AAAI-2022-P0005,AAAI-2022-A000017,3
AAAI-2022-P0006,AAAI-2022-A000018,1
AAAI-2022-P0006,AAAI-2022-A000019,2
AAAI-2022-P0007,AAAI-2022-A000020,1
AAAI-2022-P0007,AAAI-2022-A000021,2
AAAI-2022-P0007,AAAI-2022-A000022,3
AAAI-2022-P0007,AAAI-2022-A000023,4
AAAI-2022-P0008,AAAI-2022-A000024,1
AAAI-2022-P0008,AAAI-2022-A000025,2
AAAI-2022-P0008,AAAI-2022-A000026,3
AAAI-2022-P0009,AAAI-2022-A000027,1
AAAI-2022-P0009,AAAI-2022-A000028,2
AAAI-2022-P0009,AAAI-2022-A000029,3
AAAI-2022-P0010,AAAI-2022-A000030,1
AAAI-2022-P0010,AAAI-2022-A000031,2
AAAI-2022-P0010,AAAI-2022-A000032,3
AAAI-2022-P0010,AAAI-2022-A000033,4
AAAI-2022-P0011,AAAI-2022-A000034,1
AAAI-2022-P0011,AAAI-2022-A000035,2
AAAI-2022-P0011,AAAI-2022-A000036,3
AAAI-2022-P0011,AAAI-2022-A000037,4
AAAI-2022-P0011,AAAI-2022-A000038,5
AAAI-2022-P0011,AAAI-2022-A000039,6
AAAI-2022-P0012,AAAI-2022-A000040,1
AAAI-2022-P0012,AAAI-2022-A000041,2
AAAI-2022-P0012,AAAI-2022-A000042,3
AAAI-2022-P0012,AAAI-2022-A000043,4
AAAI-2022-P0012,AAAI-2022-A000044,5
AAAI-2022-P0013,AAAI-2022-A000045,1
AAAI-2022-P0013,AAAI-2022-A000046,2
AAAI-2022-P0013,AAAI-2022-A000047,3
AAAI-2022-P0013,AAAI-2022-A000048,4
AAAI-2022-P0013,AAAI-2022-A000049,5
AAAI-2022-P0014,AAAI-2022-A000050,1
AAAI-2022-P0014,AAAI-2022-A000051,2
AAAI-2022-P0014,AAAI-2022-A000052,3
AAAI-2022-P0015,AAAI-2022-A000053,1
AAAI-2022-P0015,AAAI-2022-A000054,2
AAAI-2022-P0015,AAAI-2022-A000055,3
AAAI-2022-P0015,AAAI-2022-A000056,4
AAAI-2022-P0015,AAAI-2022-A000057,5
AAAI-2022-P0016,AAAI-2022-A000058,1
AAAI-2022-P0016,AAAI-2022-A000059,2
AAAI-2022-P0017,AAAI-2022-A000060,1
AAAI-2022-P0017,AAAI-2022-A000061,2
AAAI-2022-P0017,AAAI-2022-A000062,3
AAAI-2022-P0018,AAAI-2022-A000063,1
AAAI-2022-P0018,AAAI-2022-A000064,2
AAAI-2022-P0018,AAAI-2022-A000065,3
AAAI-2022-P0018,AAAI-2022-A000066,4
AAAI-2022-P0019,AAAI-2022-A000067,1
AAAI-2022-P0019,AAAI-2022-A000068,2
AAAI-2022-P0019,AAAI-2022-A000069,3
AAAI-2022-P0019,AAAI-2022-A000070,4
AAAI-2022-P0019,AAAI-2022-A000071,5
AAAI-2022-P0020,AAAI-2022-A000072,1
AAAI-2022-P0020,AAAI-2022-A000073,2
AAAI-2022-P0020,AAAI-2022-A000074,3
AAAI-2022-P0020,AAAI-2022-A000075,4
AAAI-2022-P0020,AAAI-2022-A000076,5
AAAI-2022-P0020,AAAI-2022-A000077,6
AAAI-2022-P0020,AAAI-2022-A000078,7
AAAI-2022-P0021,AAAI-2022-A000079,1
AAAI-2022-P0021,AAAI-2022-A000080,2
AAAI-2022-P0021,AAAI-2022-A000081,3
AAAI-2022-P0022,AAAI-2022-A000082,1
AAAI-2022-P0022,AAAI-2022-A000083,2
AAAI-2022-P0022,AAAI-2022-A000084,3
AAAI-2022-P0022,AAAI-2022-A000085,4
AAAI-2022-P0022,AAAI-2022-A000086,5
AAAI-2022-P0023,AAAI-2022-A000087,1
AAAI-2022-P0023,AAAI-2022-A000088,2
AAAI-2022-P0023,AAAI-2022-A000089,3
