author_id,author_name,institution,country,conference,year
NEURIPS-2022-A000001,Yucheng Ding,National University of Defense Technology,China,NeurIPS,2022
NEURIPS-2022-A000002,Chaoyue Niu,National University of Defense Technology,China,NeurIPS,2022
NEURIPS-2022-A000003,Fan Wu,National University of Defense Technology,China,NeurIPS,2022
NEURIPS-2022-A000004,Shaojie Tang,UNKNOWN,UNKNOWN,NeurIPS,2022
NEURIPS-2022-A000005,Chengfei Lyu,UNKNOWN,UNKNOWN,NeurIPS,2022
NEURIPS-2022-A000006,yanghe feng,UNKNOWN,UNKNOWN,NeurIPS,2022
NEURIPS-2022-A000007,Guihai Chen,National University of Defense Technology,China,NeurIPS,2022
NEURIPS-2022-A000008,Xingyu Zhou,Wayne State University,United States,NeurIPS,2022
NEURIPS-2022-A000009,Bo Ji,Wayne State University,United States,NeurIPS,2022
NEURIPS-2022-A000010,Seon-Ho Lee,UNKNOWN,UNKNOWN,NeurIPS,2022
NEURIPS-2022-A000011,Nyeong Ho Shin,UNKNOWN,UNKNOWN,NeurIPS,2022
NEURIPS-2022-A000012,Chang-Su Kim,School of Electrical Engineering Korea University,South Korea,NeurIPS,2022
NEURIPS-2022-A000013,Changmin Yu,"Institute of Cognitive Neuroscience; Gatsby Computational Neuroscience Unit; UCL, London, United Kingdom",United Kingdom,NeurIPS,2022
NEURIPS-2022-A000014,Hugo Soulat,"Institute of Cognitive Neuroscience; Gatsby Computational Neuroscience Unit; UCL, London, United Kingdom",United Kingdom,NeurIPS,2022
NEURIPS-2022-A000015,Neil Burgess,"Institute of Cognitive Neuroscience; Gatsby Computational Neuroscience Unit; UCL, London, United Kingdom",United Kingdom,NeurIPS,2022
NEURIPS-2022-A000016,Maneesh Sahani,"Institute of Cognitive Neuroscience; Gatsby Computational Neuroscience Unit; UCL, London, United Kingdom",United Kingdom,NeurIPS,2022
NEURIPS-2022-A000017,Yijian Qin,"Department of Computer Science and Technology Tsinghua University Beijing, China",China,NeurIPS,2022
NEURIPS-2022-A000018,Ziwei Zhang,"Department of Computer Science and Technology Tsinghua University Beijing, China",China,NeurIPS,2022
NEURIPS-2022-A000019,Xin Wang,"Department of Computer Science and Technology Tsinghua University Beijing, China",China,NeurIPS,2022
NEURIPS-2022-A000020,Zeyang Zhang,"Department of Computer Science and Technology Tsinghua University Beijing, China",China,NeurIPS,2022
NEURIPS-2022-A000021,Wenwu Zhu,"Department of Computer Science and Technology Tsinghua University Beijing, China",China,NeurIPS,2022
NEURIPS-2022-A000022,Cian Naik,UNKNOWN,UNKNOWN,NeurIPS,2022
NEURIPS-2022-A000023,Judith Rousseau,UNKNOWN,UNKNOWN,NeurIPS,2022
NEURIPS-2022-A000024,Trevor Campbell,UNKNOWN,UNKNOWN,NeurIPS,2022
NEURIPS-2022-A000025,Steven Stalder,UNKNOWN,UNKNOWN,NeurIPS,2022
NEURIPS-2022-A000026,Nathanael Perraudin,UNKNOWN,UNKNOWN,NeurIPS,2022
NEURIPS-2022-A000027,Radhakrishna Achanta,UNKNOWN,UNKNOWN,NeurIPS,2022
NEURIPS-2022-A000028,Fernando Perez-Cruz,UNKNOWN,UNKNOWN,NeurIPS,2022
NEURIPS-2022-A000029,Michele Volpi,UNKNOWN,UNKNOWN,NeurIPS,2022
NEURIPS-2022-A000030,Martin Klissarov,"Mila, McGill University",Canada,NeurIPS,2022
NEURIPS-2022-A000031,Rasool Fakoor,UNKNOWN,UNKNOWN,NeurIPS,2022
NEURIPS-2022-A000032,Jonas W Mueller,UNKNOWN,UNKNOWN,NeurIPS,2022
NEURIPS-2022-A000033,Kavosh Asadi,UNKNOWN,UNKNOWN,NeurIPS,2022
NEURIPS-2022-A000034,Taesup Kim,UNKNOWN,UNKNOWN,NeurIPS,2022
NEURIPS-2022-A000035,Alexander J Smola,UNKNOWN,UNKNOWN,NeurIPS,2022
NEURIPS-2022-A000036,Dongze Lian,National University of Singapore ByteDance,Singapore,NeurIPS,2022
NEURIPS-2022-A000037,Daquan Zhou,National University of Singapore ByteDance,Singapore,NeurIPS,2022
NEURIPS-2022-A000038,Jiashi Feng,National University of Singapore ByteDance,Singapore,NeurIPS,2022
NEURIPS-2022-A000039,Xinchao Wang,National University of Singapore ByteDance,Singapore,NeurIPS,2022
NEURIPS-2022-A000040,Antoine Yang,"In particular, a promising approach adapts frozen autoregressive language models | Département d’informatique de l’ENS, CNRS, PSL Research University",France,NeurIPS,2022
NEURIPS-2022-A000041,Antoine Miech,"however, is tedious and prohibits scalability. To tackle this problem, recent methods",UNKNOWN,NeurIPS,2022
NEURIPS-2022-A000042,Josef Sivic,"Czech Institute of Informatics, Robotics and Cybernetics at the Czech Technical University in Prague.",Czech Republic,NeurIPS,2022
NEURIPS-2022-A000043,Ivan Laptev,"In particular, a promising approach adapts frozen autoregressive language models | Département d’informatique de l’ENS, CNRS, PSL Research University",France,NeurIPS,2022
NEURIPS-2022-A000044,Cordelia Schmid,"In particular, a promising approach adapts frozen autoregressive language models | Département d’informatique de l’ENS, CNRS, PSL Research University",France,NeurIPS,2022
NEURIPS-2022-A000045,Yinglun Zhu,UNKNOWN,UNKNOWN,NeurIPS,2022
NEURIPS-2022-A000046,Robert Nowak,UNKNOWN,UNKNOWN,NeurIPS,2022
NEURIPS-2022-A000047,Yufei Guo,Intelligent Science & Technology Academy of CASIC,China,NeurIPS,2022
NEURIPS-2022-A000048,Yuanpei Chen,Intelligent Science & Technology Academy of CASIC,China,NeurIPS,2022
NEURIPS-2022-A000049,Liwen Zhang,Intelligent Science & Technology Academy of CASIC,China,NeurIPS,2022
NEURIPS-2022-A000050,Xiaode Liu,Intelligent Science & Technology Academy of CASIC,China,NeurIPS,2022
