paper_id,author_id,author_name,selected_variant,selection_reason,institution_raw,candidate_score,first_page_text_path,source_url
ICML-2016-P0001,ICML-2016-A000001,Nihar Shah,shared,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2016/first_pages/ICML-2016-P0001.txt,http://proceedings.mlr.press/v48/shaha16.pdf
ICML-2016-P0001,ICML-2016-A000002,Dengyong Zhou,shared,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2016/first_pages/ICML-2016-P0001.txt,http://proceedings.mlr.press/v48/shaha16.pdf
ICML-2016-P0002,ICML-2016-A000003,Nihar Shah,symbol,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2016/first_pages/ICML-2016-P0002.txt,http://proceedings.mlr.press/v48/shahb16.pdf
ICML-2016-P0002,ICML-2016-A000004,Sivaraman Balakrishnan,symbol,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2016/first_pages/ICML-2016-P0002.txt,http://proceedings.mlr.press/v48/shahb16.pdf
ICML-2016-P0002,ICML-2016-A000005,Aditya Guntuboyina,symbol,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2016/first_pages/ICML-2016-P0002.txt,http://proceedings.mlr.press/v48/shahb16.pdf
ICML-2016-P0002,ICML-2016-A000006,Martin Wainwright,symbol,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2016/first_pages/ICML-2016-P0002.txt,http://proceedings.mlr.press/v48/shahb16.pdf
ICML-2016-P0003,ICML-2016-A000007,Adrian Weller,shared,complete_shared_variant,"Department of Engineering, University of Cambridge, United Kingdom",6,data/raw/icml/2016/first_pages/ICML-2016-P0003.txt,http://proceedings.mlr.press/v48/weller16.pdf
ICML-2016-P0004,ICML-2016-A000008,Uri Shaham,stacked,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2016/first_pages/ICML-2016-P0004.txt,http://proceedings.mlr.press/v48/shaham16.pdf
ICML-2016-P0004,ICML-2016-A000009,Xiuyuan Cheng,stacked,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2016/first_pages/ICML-2016-P0004.txt,http://proceedings.mlr.press/v48/shaham16.pdf
ICML-2016-P0004,ICML-2016-A000010,Omer Dror,stacked,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2016/first_pages/ICML-2016-P0004.txt,http://proceedings.mlr.press/v48/shaham16.pdf
ICML-2016-P0004,ICML-2016-A000011,Ariel Jaffe,stacked,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2016/first_pages/ICML-2016-P0004.txt,http://proceedings.mlr.press/v48/shaham16.pdf
ICML-2016-P0004,ICML-2016-A000012,Boaz Nadler,stacked,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2016/first_pages/ICML-2016-P0004.txt,http://proceedings.mlr.press/v48/shaham16.pdf
ICML-2016-P0004,ICML-2016-A000013,Joseph Chang,stacked,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2016/first_pages/ICML-2016-P0004.txt,http://proceedings.mlr.press/v48/shaham16.pdf
ICML-2016-P0004,ICML-2016-A000014,Yuval Kluger,stacked,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2016/first_pages/ICML-2016-P0004.txt,http://proceedings.mlr.press/v48/shaham16.pdf
ICML-2016-P0005,ICML-2016-A000015,Zhilin Yang,shared,complete_shared_variant,"School of Computer Science, Carnegie Mellon University",6,data/raw/icml/2016/first_pages/ICML-2016-P0005.txt,http://proceedings.mlr.press/v48/yanga16.pdf
ICML-2016-P0005,ICML-2016-A000016,William Cohen,shared,complete_shared_variant,"School of Computer Science, Carnegie Mellon University",6,data/raw/icml/2016/first_pages/ICML-2016-P0005.txt,http://proceedings.mlr.press/v48/yanga16.pdf
ICML-2016-P0005,ICML-2016-A000017,Ruslan Salakhudinov,shared,complete_shared_variant,"School of Computer Science, Carnegie Mellon University",6,data/raw/icml/2016/first_pages/ICML-2016-P0005.txt,http://proceedings.mlr.press/v48/yanga16.pdf
ICML-2016-P0006,ICML-2016-A000018,Chelsea Finn,shared,complete_shared_variant,"University of California, Berkeley, Berkeley, CA USA",4,data/raw/icml/2016/first_pages/ICML-2016-P0006.txt,http://proceedings.mlr.press/v48/finn16.pdf
ICML-2016-P0006,ICML-2016-A000019,Sergey Levine,shared,complete_shared_variant,"University of California, Berkeley, Berkeley, CA USA",4,data/raw/icml/2016/first_pages/ICML-2016-P0006.txt,http://proceedings.mlr.press/v48/finn16.pdf
ICML-2016-P0006,ICML-2016-A000020,Pieter Abbeel,shared,complete_shared_variant,"University of California, Berkeley, Berkeley, CA USA",4,data/raw/icml/2016/first_pages/ICML-2016-P0006.txt,http://proceedings.mlr.press/v48/finn16.pdf
ICML-2016-P0007,ICML-2016-A000021,Pengtao Xie,symbol,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2016/first_pages/ICML-2016-P0007.txt,http://proceedings.mlr.press/v48/xiea16.pdf
ICML-2016-P0007,ICML-2016-A000022,Jun Zhu,symbol,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2016/first_pages/ICML-2016-P0007.txt,http://proceedings.mlr.press/v48/xiea16.pdf
ICML-2016-P0007,ICML-2016-A000023,Eric Xing,symbol,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2016/first_pages/ICML-2016-P0007.txt,http://proceedings.mlr.press/v48/xiea16.pdf
ICML-2016-P0008,ICML-2016-A000024,Kirthevasan Kandasamy,shared,complete_shared_variant,"Machine Learning Department, Carnegie Mellon University, Pittsburgh, PA, USA",6,data/raw/icml/2016/first_pages/ICML-2016-P0008.txt,http://proceedings.mlr.press/v48/kandasamy16.pdf
ICML-2016-P0008,ICML-2016-A000025,Yaoliang Yu,shared,complete_shared_variant,"Machine Learning Department, Carnegie Mellon University, Pittsburgh, PA, USA",6,data/raw/icml/2016/first_pages/ICML-2016-P0008.txt,http://proceedings.mlr.press/v48/kandasamy16.pdf
ICML-2016-P0009,ICML-2016-A000026,Young Lee,symbol,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2016/first_pages/ICML-2016-P0009.txt,http://proceedings.mlr.press/v48/leea16.pdf
ICML-2016-P0009,ICML-2016-A000027,Kar Wai Lim,symbol,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2016/first_pages/ICML-2016-P0009.txt,http://proceedings.mlr.press/v48/leea16.pdf
ICML-2016-P0009,ICML-2016-A000028,Cheng Soon Ong,symbol,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2016/first_pages/ICML-2016-P0009.txt,http://proceedings.mlr.press/v48/leea16.pdf
ICML-2016-P0010,ICML-2016-A000029,Ashish Khetan,shared,complete_shared_variant,"ISE Department, University of Illinois at Urbana-Champaign, Urbana, IL USA",6,data/raw/icml/2016/first_pages/ICML-2016-P0010.txt,http://proceedings.mlr.press/v48/khetan16.pdf
ICML-2016-P0010,ICML-2016-A000030,Sewoong Oh,shared,complete_shared_variant,"ISE Department, University of Illinois at Urbana-Champaign, Urbana, IL USA",6,data/raw/icml/2016/first_pages/ICML-2016-P0010.txt,http://proceedings.mlr.press/v48/khetan16.pdf
ICML-2016-P0011,ICML-2016-A000031,Samuel Rota Bulò,stacked,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2016/first_pages/ICML-2016-P0011.txt,http://proceedings.mlr.press/v48/bulo16.pdf
ICML-2016-P0011,ICML-2016-A000032,Lorenzo Porzi,stacked,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2016/first_pages/ICML-2016-P0011.txt,http://proceedings.mlr.press/v48/bulo16.pdf
ICML-2016-P0011,ICML-2016-A000033,Peter Kontschieder,stacked,no_viable_candidate,UNKNOWN,-1000,data/raw/icml/2016/first_pages/ICML-2016-P0011.txt,http://proceedings.mlr.press/v48/bulo16.pdf
ICML-2016-P0012,ICML-2016-A000034,Giulia Fanti,shared,complete_shared_variant,"University of Illinois at Urbana-Champaign, Champaign, IL",4,data/raw/icml/2016/first_pages/ICML-2016-P0012.txt,http://proceedings.mlr.press/v48/fanti16.pdf
ICML-2016-P0012,ICML-2016-A000035,Peter Kairouz,shared,complete_shared_variant,"University of Illinois at Urbana-Champaign, Champaign, IL",4,data/raw/icml/2016/first_pages/ICML-2016-P0012.txt,http://proceedings.mlr.press/v48/fanti16.pdf
ICML-2016-P0012,ICML-2016-A000036,Sewoong Oh,shared,complete_shared_variant,"University of Illinois at Urbana-Champaign, Champaign, IL",4,data/raw/icml/2016/first_pages/ICML-2016-P0012.txt,http://proceedings.mlr.press/v48/fanti16.pdf
