author_id,author_name,country,institution,conference,year,source_url,source_note
ICCV-2021-A000001,Geonwoon Jang,South Korea,"ASRI, Department of ECE, Seoul National University",ICCV,2021,https://openaccess.thecvf.com/content/ICCV2021/papers/Jang_C2N_Practical_Generative_Noise_Modeling_for_Real-World_Denoising_ICCV_2021_paper.pdf,Affiliation parsed from local first-page text extracted from paper PDF
ICCV-2021-A000002,Wooseok Lee,South Korea,"ASRI, Department of ECE, Seoul National University",ICCV,2021,https://openaccess.thecvf.com/content/ICCV2021/papers/Jang_C2N_Practical_Generative_Noise_Modeling_for_Real-World_Denoising_ICCV_2021_paper.pdf,Affiliation parsed from local first-page text extracted from paper PDF
ICCV-2021-A000003,Sanghyun Son,South Korea,"ASRI, Department of ECE, Seoul National University",ICCV,2021,https://openaccess.thecvf.com/content/ICCV2021/papers/Jang_C2N_Practical_Generative_Noise_Modeling_for_Real-World_Denoising_ICCV_2021_paper.pdf,Affiliation parsed from local first-page text extracted from paper PDF
ICCV-2021-A000004,Kyoung Mu Lee,South Korea,"ASRI, Department of ECE, Seoul National University",ICCV,2021,https://openaccess.thecvf.com/content/ICCV2021/papers/Jang_C2N_Practical_Generative_Noise_Modeling_for_Real-World_Denoising_ICCV_2021_paper.pdf,Affiliation parsed from local first-page text extracted from paper PDF
ICCV-2021-A000005,Chris Dongjoo Kim,South Korea,"Department of Computer Science and Engineering, Seoul National University, Seoul, Korea",ICCV,2021,https://openaccess.thecvf.com/content/ICCV2021/papers/Kim_Continual_Learning_on_Noisy_Data_Streams_via_Self-Purified_Replay_ICCV_2021_paper.pdf,Affiliation parsed from local first-page text extracted from paper PDF
ICCV-2021-A000006,Jinseo Jeong,South Korea,"Department of Computer Science and Engineering, Seoul National University, Seoul, Korea",ICCV,2021,https://openaccess.thecvf.com/content/ICCV2021/papers/Kim_Continual_Learning_on_Noisy_Data_Streams_via_Self-Purified_Replay_ICCV_2021_paper.pdf,Affiliation parsed from local first-page text extracted from paper PDF
ICCV-2021-A000007,Sangwoo Moon,South Korea,"Department of Computer Science and Engineering, Seoul National University, Seoul, Korea",ICCV,2021,https://openaccess.thecvf.com/content/ICCV2021/papers/Kim_Continual_Learning_on_Noisy_Data_Streams_via_Self-Purified_Replay_ICCV_2021_paper.pdf,Affiliation parsed from local first-page text extracted from paper PDF
ICCV-2021-A000008,Gunhee Kim,South Korea,"Department of Computer Science and Engineering, Seoul National University, Seoul, Korea",ICCV,2021,https://openaccess.thecvf.com/content/ICCV2021/papers/Kim_Continual_Learning_on_Noisy_Data_Streams_via_Self-Purified_Replay_ICCV_2021_paper.pdf,Affiliation parsed from local first-page text extracted from paper PDF
ICCV-2021-A000009,Alex Yu,United States,UC Berkeley,ICCV,2021,https://openaccess.thecvf.com/content/ICCV2021/papers/Yu_PlenOctrees_for_Real-Time_Rendering_of_Neural_Radiance_Fields_ICCV_2021_paper.pdf,Affiliation parsed from local first-page text extracted from paper PDF
ICCV-2021-A000010,Ruilong Li,United States,UC Berkeley | USC Institute for Creative Technologies,ICCV,2021,https://openaccess.thecvf.com/content/ICCV2021/papers/Yu_PlenOctrees_for_Real-Time_Rendering_of_Neural_Radiance_Fields_ICCV_2021_paper.pdf,Affiliation parsed from local first-page text extracted from paper PDF
ICCV-2021-A000011,Matthew Tancik,United States,UC Berkeley,ICCV,2021,https://openaccess.thecvf.com/content/ICCV2021/papers/Yu_PlenOctrees_for_Real-Time_Rendering_of_Neural_Radiance_Fields_ICCV_2021_paper.pdf,Affiliation parsed from local first-page text extracted from paper PDF
ICCV-2021-A000012,Hao Li,United States,UC Berkeley,ICCV,2021,https://openaccess.thecvf.com/content/ICCV2021/papers/Yu_PlenOctrees_for_Real-Time_Rendering_of_Neural_Radiance_Fields_ICCV_2021_paper.pdf,Affiliation parsed from local first-page text extracted from paper PDF
ICCV-2021-A000013,Ren Ng,United States,UC Berkeley,ICCV,2021,https://openaccess.thecvf.com/content/ICCV2021/papers/Yu_PlenOctrees_for_Real-Time_Rendering_of_Neural_Radiance_Fields_ICCV_2021_paper.pdf,Affiliation parsed from local first-page text extracted from paper PDF
ICCV-2021-A000014,Angjoo Kanazawa,United States,UC Berkeley,ICCV,2021,https://openaccess.thecvf.com/content/ICCV2021/papers/Yu_PlenOctrees_for_Real-Time_Rendering_of_Neural_Radiance_Fields_ICCV_2021_paper.pdf,Affiliation parsed from local first-page text extracted from paper PDF
ICCV-2021-A000015,Robin Chan,Germany,"IZMD, Faculty of Mathematics and Natural Sciences, University of Wuppertal",ICCV,2021,https://openaccess.thecvf.com/content/ICCV2021/papers/Chan_Entropy_Maximization_and_Meta_Classification_for_Out-of-Distribution_Detection_in_Semantic_ICCV_2021_paper.pdf,Affiliation parsed from local first-page text extracted from paper PDF; Country inferred from institution using local Ollama model
ICCV-2021-A000016,Matthias Rottmann,Germany,"IZMD, Faculty of Mathematics and Natural Sciences, University of Wuppertal",ICCV,2021,https://openaccess.thecvf.com/content/ICCV2021/papers/Chan_Entropy_Maximization_and_Meta_Classification_for_Out-of-Distribution_Detection_in_Semantic_ICCV_2021_paper.pdf,Affiliation parsed from local first-page text extracted from paper PDF; Country inferred from institution using local Ollama model
ICCV-2021-A000017,Hanno Gottschalk,Germany,"IZMD, Faculty of Mathematics and Natural Sciences, University of Wuppertal",ICCV,2021,https://openaccess.thecvf.com/content/ICCV2021/papers/Chan_Entropy_Maximization_and_Meta_Classification_for_Out-of-Distribution_Detection_in_Semantic_ICCV_2021_paper.pdf,Affiliation parsed from local first-page text extracted from paper PDF; Country inferred from institution using local Ollama model
ICCV-2021-A000018,Tao Zhou,China,"PCA lab, The Key Laboratory of Intelligent Perception and Systems for High-Dimensional Information of MoE",ICCV,2021,https://openaccess.thecvf.com/content/ICCV2021/papers/Zhou_Specificity-Preserving_RGB-D_Saliency_Detection_ICCV_2021_paper.pdf,Affiliation parsed from local first-page text extracted from paper PDF; Country inferred from institution using local Ollama model
ICCV-2021-A000019,Huazhu Fu,UNKNOWN,UNKNOWN,ICCV,2021,https://openaccess.thecvf.com/content/ICCV2021/html/Zhou_Specificity-Preserving_RGB-D_Saliency_Detection_ICCV_2021_paper.html,Parsed from proceedings page; affiliation enrichment pending from PDF or other raw sources
ICCV-2021-A000020,Geng Chen,UNKNOWN,UNKNOWN,ICCV,2021,https://openaccess.thecvf.com/content/ICCV2021/html/Zhou_Specificity-Preserving_RGB-D_Saliency_Detection_ICCV_2021_paper.html,Parsed from proceedings page; affiliation enrichment pending from PDF or other raw sources
ICCV-2021-A000021,Yi Zhou,China,"School of Computer Science and Engineering, Southeast University, China",ICCV,2021,https://openaccess.thecvf.com/content/ICCV2021/papers/Zhou_Specificity-Preserving_RGB-D_Saliency_Detection_ICCV_2021_paper.pdf,Affiliation parsed from local first-page text extracted from paper PDF
ICCV-2021-A000022,Deng-Ping Fan,UNKNOWN,UNKNOWN,ICCV,2021,https://openaccess.thecvf.com/content/ICCV2021/html/Zhou_Specificity-Preserving_RGB-D_Saliency_Detection_ICCV_2021_paper.html,Parsed from proceedings page; affiliation enrichment pending from PDF or other raw sources
ICCV-2021-A000023,Ling Shao,UNKNOWN,UNKNOWN,ICCV,2021,https://openaccess.thecvf.com/content/ICCV2021/html/Zhou_Specificity-Preserving_RGB-D_Saliency_Detection_ICCV_2021_paper.html,Parsed from proceedings page; affiliation enrichment pending from PDF or other raw sources
ICCV-2021-A000024,Lichen Zhao,China,UNKNOWN,ICCV,2021,https://openaccess.thecvf.com/content/ICCV2021/html/Zhao_3DVG-Transformer_Relation_Modeling_for_Visual_Grounding_on_Point_Clouds_ICCV_2021_paper.html,Parsed from proceedings page; affiliation enrichment pending from PDF or other raw sources; Country inferred from full first-page text using local Ollama model
ICCV-2021-A000025,Daigang Cai,China,UNKNOWN,ICCV,2021,https://openaccess.thecvf.com/content/ICCV2021/html/Zhao_3DVG-Transformer_Relation_Modeling_for_Visual_Grounding_on_Point_Clouds_ICCV_2021_paper.html,Parsed from proceedings page; affiliation enrichment pending from PDF or other raw sources; Country inferred from full first-page text using local Ollama model
