paper_id,author_id,author_position
ICCV-2021-P0001,ICCV-2021-A000001,1
ICCV-2021-P0001,ICCV-2021-A000002,2
ICCV-2021-P0001,ICCV-2021-A000003,3
ICCV-2021-P0001,ICCV-2021-A000004,4
ICCV-2021-P0002,ICCV-2021-A000005,1
ICCV-2021-P0002,ICCV-2021-A000006,2
ICCV-2021-P0002,ICCV-2021-A000007,3
ICCV-2021-P0002,ICCV-2021-A000008,4
ICCV-2021-P0003,ICCV-2021-A000009,1
ICCV-2021-P0003,ICCV-2021-A000010,2
ICCV-2021-P0003,ICCV-2021-A000011,3
ICCV-2021-P0003,ICCV-2021-A000012,4
ICCV-2021-P0003,ICCV-2021-A000013,5
ICCV-2021-P0003,ICCV-2021-A000014,6
ICCV-2021-P0004,ICCV-2021-A000015,1
ICCV-2021-P0004,ICCV-2021-A000016,2
ICCV-2021-P0004,ICCV-2021-A000017,3
ICCV-2021-P0005,ICCV-2021-A000018,1
ICCV-2021-P0005,ICCV-2021-A000019,2
ICCV-2021-P0005,ICCV-2021-A000020,3
ICCV-2021-P0005,ICCV-2021-A000021,4
ICCV-2021-P0005,ICCV-2021-A000022,5
ICCV-2021-P0005,ICCV-2021-A000023,6
ICCV-2021-P0006,ICCV-2021-A000024,1
ICCV-2021-P0006,ICCV-2021-A000025,2
ICCV-2021-P0006,ICCV-2021-A000026,3
ICCV-2021-P0006,ICCV-2021-A000027,4
ICCV-2021-P0007,ICCV-2021-A000028,1
ICCV-2021-P0007,ICCV-2021-A000029,2
ICCV-2021-P0007,ICCV-2021-A000030,3
ICCV-2021-P0008,ICCV-2021-A000031,1
ICCV-2021-P0008,ICCV-2021-A000032,2
ICCV-2021-P0008,ICCV-2021-A000033,3
ICCV-2021-P0008,ICCV-2021-A000034,4
ICCV-2021-P0008,ICCV-2021-A000035,5
ICCV-2021-P0008,ICCV-2021-A000036,6
ICCV-2021-P0008,ICCV-2021-A000037,7
ICCV-2021-P0008,ICCV-2021-A000038,8
ICCV-2021-P0008,ICCV-2021-A000039,9
ICCV-2021-P0008,ICCV-2021-A000040,10
ICCV-2021-P0009,ICCV-2021-A000041,1
ICCV-2021-P0009,ICCV-2021-A000042,2
ICCV-2021-P0009,ICCV-2021-A000043,3
ICCV-2021-P0009,ICCV-2021-A000044,4
ICCV-2021-P0010,ICCV-2021-A000045,1
ICCV-2021-P0010,ICCV-2021-A000046,2
ICCV-2021-P0010,ICCV-2021-A000047,3
ICCV-2021-P0010,ICCV-2021-A000048,4
ICCV-2021-P0010,ICCV-2021-A000049,5
ICCV-2021-P0011,ICCV-2021-A000050,1
ICCV-2021-P0011,ICCV-2021-A000051,2
ICCV-2021-P0011,ICCV-2021-A000052,3
ICCV-2021-P0011,ICCV-2021-A000053,4
ICCV-2021-P0011,ICCV-2021-A000054,5
ICCV-2021-P0011,ICCV-2021-A000055,6
ICCV-2021-P0011,ICCV-2021-A000056,7
ICCV-2021-P0012,ICCV-2021-A000057,1
ICCV-2021-P0012,ICCV-2021-A000058,2
ICCV-2021-P0013,ICCV-2021-A000059,1
ICCV-2021-P0013,ICCV-2021-A000060,2
ICCV-2021-P0014,ICCV-2021-A000061,1
ICCV-2021-P0014,ICCV-2021-A000062,2
ICCV-2021-P0014,ICCV-2021-A000063,3
ICCV-2021-P0014,ICCV-2021-A000064,4
ICCV-2021-P0014,ICCV-2021-A000065,5
ICCV-2021-P0014,ICCV-2021-A000066,6
ICCV-2021-P0014,ICCV-2021-A000067,7
ICCV-2021-P0014,ICCV-2021-A000068,8
ICCV-2021-P0014,ICCV-2021-A000069,9
ICCV-2021-P0015,ICCV-2021-A000070,1
ICCV-2021-P0015,ICCV-2021-A000071,2
ICCV-2021-P0015,ICCV-2021-A000072,3
ICCV-2021-P0016,ICCV-2021-A000073,1
ICCV-2021-P0016,ICCV-2021-A000074,2
ICCV-2021-P0016,ICCV-2021-A000075,3
ICCV-2021-P0016,ICCV-2021-A000076,4
ICCV-2021-P0016,ICCV-2021-A000077,5
ICCV-2021-P0017,ICCV-2021-A000078,1
