paper_id,author_id,author_name,variant,variant_priority,variant_coverage,author_count,institution_candidate,candidate_score,first_page_text_path,source_url
CVPR-2021-P0001,CVPR-2021-A000001,Bohan Wu,symbol,1,0,5,UNKNOWN,-1000,data/raw/cvpr/2021/first_pages/CVPR-2021-P0001.txt,https://openaccess.thecvf.com/content/CVPR2021/papers/Wu_Greedy_Hierarchical_Variational_Autoencoders_for_Large-Scale_Video_Prediction_CVPR_2021_paper.pdf
CVPR-2021-P0001,CVPR-2021-A000002,Suraj Nair,symbol,1,0,5,UNKNOWN,-1000,data/raw/cvpr/2021/first_pages/CVPR-2021-P0001.txt,https://openaccess.thecvf.com/content/CVPR2021/papers/Wu_Greedy_Hierarchical_Variational_Autoencoders_for_Large-Scale_Video_Prediction_CVPR_2021_paper.pdf
CVPR-2021-P0001,CVPR-2021-A000003,Roberto Martin-Martin,symbol,1,0,5,UNKNOWN,-1000,data/raw/cvpr/2021/first_pages/CVPR-2021-P0001.txt,https://openaccess.thecvf.com/content/CVPR2021/papers/Wu_Greedy_Hierarchical_Variational_Autoencoders_for_Large-Scale_Video_Prediction_CVPR_2021_paper.pdf
CVPR-2021-P0001,CVPR-2021-A000004,Li Fei-Fei,symbol,1,0,5,UNKNOWN,-1000,data/raw/cvpr/2021/first_pages/CVPR-2021-P0001.txt,https://openaccess.thecvf.com/content/CVPR2021/papers/Wu_Greedy_Hierarchical_Variational_Autoencoders_for_Large-Scale_Video_Prediction_CVPR_2021_paper.pdf
CVPR-2021-P0001,CVPR-2021-A000005,Chelsea Finn,symbol,1,0,5,UNKNOWN,-1000,data/raw/cvpr/2021/first_pages/CVPR-2021-P0001.txt,https://openaccess.thecvf.com/content/CVPR2021/papers/Wu_Greedy_Hierarchical_Variational_Autoencoders_for_Large-Scale_Video_Prediction_CVPR_2021_paper.pdf
CVPR-2021-P0001,CVPR-2021-A000001,Bohan Wu,stacked,2,4,5,"Stanford University, Stanford, CA",2,data/raw/cvpr/2021/first_pages/CVPR-2021-P0001.txt,https://openaccess.thecvf.com/content/CVPR2021/papers/Wu_Greedy_Hierarchical_Variational_Autoencoders_for_Large-Scale_Video_Prediction_CVPR_2021_paper.pdf
CVPR-2021-P0001,CVPR-2021-A000002,Suraj Nair,stacked,2,4,5,"Stanford University, Stanford, CA",2,data/raw/cvpr/2021/first_pages/CVPR-2021-P0001.txt,https://openaccess.thecvf.com/content/CVPR2021/papers/Wu_Greedy_Hierarchical_Variational_Autoencoders_for_Large-Scale_Video_Prediction_CVPR_2021_paper.pdf
CVPR-2021-P0001,CVPR-2021-A000003,Roberto Martin-Martin,stacked,2,4,5,UNKNOWN,-1000,data/raw/cvpr/2021/first_pages/CVPR-2021-P0001.txt,https://openaccess.thecvf.com/content/CVPR2021/papers/Wu_Greedy_Hierarchical_Variational_Autoencoders_for_Large-Scale_Video_Prediction_CVPR_2021_paper.pdf
CVPR-2021-P0001,CVPR-2021-A000004,Li Fei-Fei,stacked,2,4,5,"Stanford University, Stanford, CA",2,data/raw/cvpr/2021/first_pages/CVPR-2021-P0001.txt,https://openaccess.thecvf.com/content/CVPR2021/papers/Wu_Greedy_Hierarchical_Variational_Autoencoders_for_Large-Scale_Video_Prediction_CVPR_2021_paper.pdf
CVPR-2021-P0001,CVPR-2021-A000005,Chelsea Finn,stacked,2,4,5,"Stanford University, Stanford, CA",2,data/raw/cvpr/2021/first_pages/CVPR-2021-P0001.txt,https://openaccess.thecvf.com/content/CVPR2021/papers/Wu_Greedy_Hierarchical_Variational_Autoencoders_for_Large-Scale_Video_Prediction_CVPR_2021_paper.pdf
