author_id,author_name,institution,country,conference,year
ICCV-2025-A000001,Yiting Yang,Xi’an University of Architecture and Technology,China,ICCV,2025
ICCV-2025-A000002,Hao Luo,Xi’an University of Architecture and Technology,China,ICCV,2025
ICCV-2025-A000003,Yuan Sun,University of Electronic Science and Technology of China,China,ICCV,2025
ICCV-2025-A000004,Qingsen Yan,Northwestern Polytechnical University,China,ICCV,2025
ICCV-2025-A000005,Haokui Zhang,Northwestern Polytechnical University,China,ICCV,2025
ICCV-2025-A000006,Wei Dong,Xi’an University of Architecture and Technology,China,ICCV,2025
ICCV-2025-A000007,Guoqing Wang,University of Electronic Science and Technology of China,China,ICCV,2025
ICCV-2025-A000008,Peng Wang,University of Electronic Science and Technology of China,China,ICCV,2025
ICCV-2025-A000009,Yang Yang,University of Electronic Science and Technology of China,China,ICCV,2025
ICCV-2025-A000010,Hengtao Shen,TongJi University,China,ICCV,2025
ICCV-2025-A000011,Shengyuan Ding,Fudan University | Shanghai AI Laboratory,China,ICCV,2025
ICCV-2025-A000012,Shenxi Wu,Fudan University | Shanghai AI Laboratory,China,ICCV,2025
ICCV-2025-A000013,Xiangyu Zhao,Shanghai AI Laboratory | Shanghai Jiaotong University,China,ICCV,2025
ICCV-2025-A000014,Yuhang Zang,Shanghai AI Laboratory,China,ICCV,2025
ICCV-2025-A000015,Haodong Duan,Shanghai AI Laboratory,China,ICCV,2025
ICCV-2025-A000016,Xiaoyi Dong,Shanghai AI Laboratory,China,ICCV,2025
ICCV-2025-A000017,Pan Zhang,Shanghai AI Laboratory,China,ICCV,2025
ICCV-2025-A000018,Yuhang Cao,Shanghai AI Laboratory,China,ICCV,2025
ICCV-2025-A000019,Dahua Lin,Shanghai AI Laboratory | The Chinese University of Hong Kong | CPII under InnoHK,UNKNOWN,ICCV,2025
ICCV-2025-A000020,Jiaqi Wang,Shanghai AI Laboratory,China,ICCV,2025
ICCV-2025-A000021,Anurag Ghosh,Carnegie Mellon University,United States,ICCV,2025
ICCV-2025-A000022,Shen Zheng,Carnegie Mellon University,United States,ICCV,2025
ICCV-2025-A000023,Robert Tamburo,Carnegie Mellon University,United States,ICCV,2025
ICCV-2025-A000024,Khiem Vuong,Carnegie Mellon University,United States,ICCV,2025
ICCV-2025-A000025,Juan Alvarez-Padilla,Carnegie Mellon University,United States,ICCV,2025
ICCV-2025-A000026,Hailiang Zhu,Carnegie Mellon University,United States,ICCV,2025
ICCV-2025-A000027,Michael Cardei,Carnegie Mellon University,United States,ICCV,2025
ICCV-2025-A000028,Nicholas Dunn,Carnegie Mellon University,United States,ICCV,2025
ICCV-2025-A000029,Christoph Mertz,Carnegie Mellon University,United States,ICCV,2025
ICCV-2025-A000030,Srinivasa G. Narasimhan,Carnegie Mellon University,United States,ICCV,2025
ICCV-2025-A000031,Wenlong Luo,"Northwestern Polytechnical University, China Xidian University, China",China,ICCV,2025
ICCV-2025-A000032,Shizhou Zhang,"Northwestern Polytechnical University, China Xidian University, China",China,ICCV,2025
ICCV-2025-A000033,De Cheng,"Northwestern Polytechnical University, China Xidian University, China",China,ICCV,2025
ICCV-2025-A000034,Yinghui Xing,"Northwestern Polytechnical University, China Xidian University, China",China,ICCV,2025
ICCV-2025-A000035,Guoqiang Liang,"Northwestern Polytechnical University, China Xidian University, China",China,ICCV,2025
ICCV-2025-A000036,Peng Wang,"Northwestern Polytechnical University, China Xidian University, China",China,ICCV,2025
ICCV-2025-A000037,Yanning Zhang,"Northwestern Polytechnical University, China Xidian University, China",China,ICCV,2025
ICCV-2025-A000038,Ihab Asaad,"Computer Vision Group, Friedrich Schiller University Jena, Germany",Germany,ICCV,2025
ICCV-2025-A000039,Maha Shadaydeh,"Computer Vision Group, Friedrich Schiller University Jena, Germany",Germany,ICCV,2025
ICCV-2025-A000040,Joachim Denzler,"Computer Vision Group, Friedrich Schiller University Jena, Germany",Germany,ICCV,2025
ICCV-2025-A000041,Jefferson Hernandez,Rice University,United States,ICCV,2025
ICCV-2025-A000042,Jing Shi,Adobe Research,United States,ICCV,2025
ICCV-2025-A000043,Simon Jenni,Adobe Research,United States,ICCV,2025
