paper_id,title,author_ids,conference,year,source_url
ECCV-2024-P0001,Is Retain Set All You Need in Machine Unlearning? Restoring Performance of Unlearned Models with Out-of-Distribution Images,ECCV-2024-A000001|ECCV-2024-A000002|ECCV-2024-A000003,ECCV,2024,https://link.springer.com/chapter/10.1007/978-3-031-73232-4_1
ECCV-2024-P0002,Octopus: Embodied Vision-Language Programmer from Environmental Feedback,ECCV-2024-A000004|ECCV-2024-A000005|ECCV-2024-A000006|ECCV-2024-A000007|ECCV-2024-A000008|ECCV-2024-A000009,ECCV,2024,https://link.springer.com/chapter/10.1007/978-3-031-73232-4_2
ECCV-2024-P0003,FunQA: Towards Surprising Video Comprehension,ECCV-2024-A000010|ECCV-2024-A000011|ECCV-2024-A000012|ECCV-2024-A000013|ECCV-2024-A000014|ECCV-2024-A000015,ECCV,2024,https://link.springer.com/chapter/10.1007/978-3-031-73232-4_3
ECCV-2024-P0004,4D Contrastive Superflows are Dense 3D Representation Learners,ECCV-2024-A000016|ECCV-2024-A000017|ECCV-2024-A000018|ECCV-2024-A000019|ECCV-2024-A000020|ECCV-2024-A000021,ECCV,2024,https://link.springer.com/chapter/10.1007/978-3-031-73232-4_4
ECCV-2024-P0005,ItTakesTwo: Leveraging Peer Representations for Semi-supervised LiDAR Semantic Segmentation,ECCV-2024-A000022|ECCV-2024-A000023|ECCV-2024-A000024|ECCV-2024-A000025|ECCV-2024-A000026|ECCV-2024-A000027,ECCV,2024,https://link.springer.com/chapter/10.1007/978-3-031-73232-4_5
ECCV-2024-P0006,Ponymation: Learning Articulated 3D Animal Motions from Unlabeled Online Videos,ECCV-2024-A000028|ECCV-2024-A000029|ECCV-2024-A000030|ECCV-2024-A000031|ECCV-2024-A000032|ECCV-2024-A000033,ECCV,2024,https://link.springer.com/chapter/10.1007/978-3-031-73232-4_6
ECCV-2024-P0007,Robust Fitting on a Gate Quantum Computer,ECCV-2024-A000034|ECCV-2024-A000035|ECCV-2024-A000036,ECCV,2024,https://link.springer.com/chapter/10.1007/978-3-031-73232-4_7
ECCV-2024-P0008,H-V2X: A Large Scale Highway Dataset for BEV Perception,ECCV-2024-A000037|ECCV-2024-A000038|ECCV-2024-A000039,ECCV,2024,https://link.springer.com/chapter/10.1007/978-3-031-73232-4_8
ECCV-2024-P0009,Learning Camouflaged Object Detection from Noisy Pseudo Label,ECCV-2024-A000040|ECCV-2024-A000041|ECCV-2024-A000042|ECCV-2024-A000043|ECCV-2024-A000044|ECCV-2024-A000045,ECCV,2024,https://link.springer.com/chapter/10.1007/978-3-031-73232-4_9
ECCV-2024-P0010,Weakly Supervised 3D Object Detection via Multi-level Visual Guidance,ECCV-2024-A000046|ECCV-2024-A000047|ECCV-2024-A000048,ECCV,2024,https://link.springer.com/chapter/10.1007/978-3-031-73232-4_10
ECCV-2024-P0011,Deblur e-NeRF: NeRF from Motion-Blurred Events under High-speed or Low-light Conditions,ECCV-2024-A000049|ECCV-2024-A000050,ECCV,2024,https://link.springer.com/chapter/10.1007/978-3-031-73232-4_11
ECCV-2024-P0012,CLR-GAN: Improving GANs Stability and Quality via Consistent Latent Representation and Reconstruction,ECCV-2024-A000051|ECCV-2024-A000052|ECCV-2024-A000053|ECCV-2024-A000054|ECCV-2024-A000055,ECCV,2024,https://link.springer.com/chapter/10.1007/978-3-031-73232-4_12
ECCV-2024-P0013,Learn from the Learnt: Source-Free Active Domain Adaptation via Contrastive Sampling and Visual Persistence,ECCV-2024-A000056|ECCV-2024-A000057|ECCV-2024-A000058|ECCV-2024-A000059|ECCV-2024-A000060|ECCV-2024-A000061,ECCV,2024,https://link.springer.com/chapter/10.1007/978-3-031-73232-4_13
