paper_id,author_id,author_position
ICML-2016-P0001,ICML-2016-A000001,1
ICML-2016-P0001,ICML-2016-A000002,2
ICML-2016-P0002,ICML-2016-A000003,1
ICML-2016-P0002,ICML-2016-A000004,2
ICML-2016-P0002,ICML-2016-A000005,3
ICML-2016-P0002,ICML-2016-A000006,4
ICML-2016-P0003,ICML-2016-A000007,1
ICML-2016-P0004,ICML-2016-A000008,1
ICML-2016-P0004,ICML-2016-A000009,2
ICML-2016-P0004,ICML-2016-A000010,3
ICML-2016-P0004,ICML-2016-A000011,4
ICML-2016-P0004,ICML-2016-A000012,5
ICML-2016-P0004,ICML-2016-A000013,6
ICML-2016-P0004,ICML-2016-A000014,7
ICML-2016-P0005,ICML-2016-A000015,1
ICML-2016-P0005,ICML-2016-A000016,2
ICML-2016-P0005,ICML-2016-A000017,3
ICML-2016-P0006,ICML-2016-A000018,1
ICML-2016-P0006,ICML-2016-A000019,2
ICML-2016-P0006,ICML-2016-A000020,3
ICML-2016-P0007,ICML-2016-A000021,1
ICML-2016-P0007,ICML-2016-A000022,2
ICML-2016-P0007,ICML-2016-A000023,3
ICML-2016-P0008,ICML-2016-A000024,1
ICML-2016-P0008,ICML-2016-A000025,2
ICML-2016-P0009,ICML-2016-A000026,1
ICML-2016-P0009,ICML-2016-A000027,2
ICML-2016-P0009,ICML-2016-A000028,3
ICML-2016-P0010,ICML-2016-A000029,1
ICML-2016-P0010,ICML-2016-A000030,2
ICML-2016-P0011,ICML-2016-A000031,1
ICML-2016-P0011,ICML-2016-A000032,2
ICML-2016-P0011,ICML-2016-A000033,3
ICML-2016-P0012,ICML-2016-A000034,1
ICML-2016-P0012,ICML-2016-A000035,2
ICML-2016-P0012,ICML-2016-A000036,3
ICML-2016-P0012,ICML-2016-A000037,4
ICML-2016-P0012,ICML-2016-A000038,5
ICML-2016-P0013,ICML-2016-A000039,1
ICML-2016-P0013,ICML-2016-A000040,2
ICML-2016-P0013,ICML-2016-A000041,3
ICML-2016-P0014,ICML-2016-A000042,1
ICML-2016-P0014,ICML-2016-A000043,2
ICML-2016-P0014,ICML-2016-A000044,3
ICML-2016-P0015,ICML-2016-A000045,1
ICML-2016-P0015,ICML-2016-A000046,2
ICML-2016-P0015,ICML-2016-A000047,3
ICML-2016-P0015,ICML-2016-A000048,4
ICML-2016-P0016,ICML-2016-A000049,1
ICML-2016-P0016,ICML-2016-A000050,2
