track_label,track_url
No. 1: AAAI-24 Technical Tracks 1,https://ojs.aaai.org/index.php/AAAI/issue/view/576
No. 2: AAAI-24 Technical Tracks 2,https://ojs.aaai.org/index.php/AAAI/issue/view/577
