source_url,source_type,used_for,notes
https://link.springer.com/book/10.1007/978-3-030-01246-5,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-030-01216-8,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-030-01219-9,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-030-01225-0,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-030-01228-1,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-030-01231-1,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-030-01234-2,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-030-01237-3,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-030-01240-3,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-030-01249-6,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-030-01252-6,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-030-01258-8,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-030-01261-8,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-030-01264-9,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-030-01267-0,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-030-01270-0,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
