author_id,author_name,institution,country,conference,year
ECCV-2024-A000001,Jacopo Bonato,"Leonardo Labs, Rome, Italy",Italy,ECCV,2024
ECCV-2024-A000002,Marco Cotogni,"Leonardo Labs, Rome, Italy",Italy,ECCV,2024
ECCV-2024-A000003,Luigi Sabetta,"Leonardo Labs, Rome, Italy",Italy,ECCV,2024
ECCV-2024-A000004,Jingkang Yang,"S-Lab, Nanyang Technological University, Singapore, Singapore",Singapore,ECCV,2024
ECCV-2024-A000005,Yuhao Dong,"S-Lab, Nanyang Technological University, Singapore, Singapore",Singapore,ECCV,2024
ECCV-2024-A000006,Shuai Liu,"S-Lab, Nanyang Technological University, Singapore, Singapore",Singapore,ECCV,2024
ECCV-2024-A000007,Bo Li,"S-Lab, Nanyang Technological University, Singapore, Singapore",Singapore,ECCV,2024
ECCV-2024-A000008,Ziyue Wang,"S-Lab, Nanyang Technological University, Singapore, Singapore",Singapore,ECCV,2024
ECCV-2024-A000009,Haoran Tan et al.,"S-Lab, Nanyang Technological University, Singapore, Singapore",Singapore,ECCV,2024
ECCV-2024-A000010,Binzhu Xie,"Beijing University of Posts and Telecommunications, Beijing, China",China,ECCV,2024
ECCV-2024-A000011,Sicheng Zhang,"Khalifa University, Abu Dhabi, UAE",United Arab Emirates,ECCV,2024
ECCV-2024-A000012,Zitang Zhou,"Beijing University of Posts and Telecommunications, Beijing, China",China,ECCV,2024
ECCV-2024-A000013,Bo Li,"S-Lab, Nanyang Technological University, Singapore, Singapore",Singapore,ECCV,2024
ECCV-2024-A000014,Yuanhan Zhang,"S-Lab, Nanyang Technological University, Singapore, Singapore",Singapore,ECCV,2024
ECCV-2024-A000015,Jack Hessel et al.,UNKNOWN,UNKNOWN,ECCV,2024
ECCV-2024-A000016,Xiang Xu,"Nanjing University of Aeronautics and Astronautics, Nanjing, China",China,ECCV,2024
ECCV-2024-A000017,Lingdong Kong,"Shanghai AI Laboratory, Shanghai, China | National University of Singapore, Singapore, Singapore",China | Singapore,ECCV,2024
ECCV-2024-A000018,Hui Shuai,"Nanjing University of Posts and Telecommunications, Nanjing, China",China,ECCV,2024
ECCV-2024-A000019,Wenwei Zhang,"Shanghai AI Laboratory, Shanghai, China",China,ECCV,2024
ECCV-2024-A000020,Liang Pan,"Shanghai AI Laboratory, Shanghai, China",China,ECCV,2024
ECCV-2024-A000021,Kai Chen et al.,UNKNOWN,UNKNOWN,ECCV,2024
ECCV-2024-A000022,Yuyuan Liu,"Australian Institute for Machine Learning (AIML), University of Adelaide",Australia,ECCV,2024
ECCV-2024-A000023,Yuanhong Chen,"Australian Institute for Machine Learning (AIML), University of Adelaide",Australia,ECCV,2024
ECCV-2024-A000024,Hu Wang,"Australian Institute for Machine Learning (AIML), University of Adelaide",Australia,ECCV,2024
ECCV-2024-A000025,Vasileios Belagiannis,"Australian Institute for Machine Learning (AIML), University of Adelaide",Australia,ECCV,2024
ECCV-2024-A000026,Ian Reid,"Australian Institute for Machine Learning (AIML), University of Adelaide",Australia,ECCV,2024
ECCV-2024-A000027,Gustavo Carneiro,"Australian Institute for Machine Learning (AIML), University of Adelaide",Australia,ECCV,2024
