paper_id,title,author_ids,conference,year,source_url
ICML-2025-P0001,Aggregation of Dependent Expert Distributions in Multimodal Variational Autoencoders,ICML-2025-A000001|ICML-2025-A000002|ICML-2025-A000003|ICML-2025-A000004,ICML,2025,https://proceedings.mlr.press/v267/a-mancisidor25a.html
ICML-2025-P0002,Lightweight Protocols for Distributed Private Quantile Estimation,ICML-2025-A000005|ICML-2025-A000006|ICML-2025-A000007|ICML-2025-A000008|ICML-2025-A000009,ICML,2025,https://proceedings.mlr.press/v267/aamand25a.html
ICML-2025-P0003,Breaking the $n^1.5$ Additive Error Barrier for Private and Efficient Graph Sparsification via Private Expander Decomposition,ICML-2025-A000010|ICML-2025-A000011|ICML-2025-A000012|ICML-2025-A000013|ICML-2025-A000014|ICML-2025-A000015|ICML-2025-A000016,ICML,2025,https://proceedings.mlr.press/v267/aamand25b.html
ICML-2025-P0004,Improved Approximations for Hard Graph Problems using Predictions,ICML-2025-A000017|ICML-2025-A000018|ICML-2025-A000019|ICML-2025-A000020|ICML-2025-A000021,ICML,2025,https://proceedings.mlr.press/v267/aamand25c.html
ICML-2025-P0005,Graph Neural Network Generalization With Gaussian Mixture Model Based Augmentation,ICML-2025-A000022|ICML-2025-A000023|ICML-2025-A000024|ICML-2025-A000025|ICML-2025-A000026,ICML,2025,https://proceedings.mlr.press/v267/abbahaddou25a.html
ICML-2025-P0006,LMRL Gym: Benchmarks for Multi-Turn Reinforcement Learning with Language Models,ICML-2025-A000027|ICML-2025-A000028|ICML-2025-A000029|ICML-2025-A000030|ICML-2025-A000031|ICML-2025-A000032|ICML-2025-A000033|ICML-2025-A000034,ICML,2025,https://proceedings.mlr.press/v267/abdulhai25a.html
ICML-2025-P0007,Task Generalization with Autoregressive Compositional Structure: Can Learning from $D$ Tasks Generalize to $D^T$ Tasks?,ICML-2025-A000035|ICML-2025-A000036|ICML-2025-A000037|ICML-2025-A000038|ICML-2025-A000039|ICML-2025-A000040,ICML,2025,https://proceedings.mlr.press/v267/abedsoltan25a.html
ICML-2025-P0008,Consensus Is All You Get: The Role of Attention in Transformers,ICML-2025-A000041|ICML-2025-A000042|ICML-2025-A000043,ICML,2025,https://proceedings.mlr.press/v267/abella25a.html
ICML-2025-P0009,Soup-of-Experts: Pretraining Specialist Models via Parameters Averaging,ICML-2025-A000044|ICML-2025-A000045|ICML-2025-A000046|ICML-2025-A000047,ICML,2025,https://proceedings.mlr.press/v267/ablin25a.html
ICML-2025-P0010,Parameters vs FLOPs: Scaling Laws for Optimal Sparsity for Mixture-of-Experts Language Models,ICML-2025-A000048|ICML-2025-A000049|ICML-2025-A000050|ICML-2025-A000051|ICML-2025-A000052|ICML-2025-A000053,ICML,2025,https://proceedings.mlr.press/v267/abnar25a.html
ICML-2025-P0011,Grokking in the Wild: Data Augmentation for Real-World Multi-Hop Reasoning with Transformers,ICML-2025-A000054|ICML-2025-A000055|ICML-2025-A000056,ICML,2025,https://proceedings.mlr.press/v267/abramov25a.html
