source_url,source_type,used_for,notes
https://link.springer.com/book/9783031732317,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72627-9,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72646-0,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73235-5,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72652-1,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72658-3,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72667-5,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73242-3,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72673-6,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72684-2,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73247-8,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73254-6,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72624-8,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72630-9,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72633-0,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72640-8,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72643-9,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72649-1,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72655-2,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72661-3,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72664-4,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72670-5,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73337-6,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72691-0,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72698-9,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73347-5,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73383-3,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73390-1,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73397-0,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73404-5,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72751-1,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73411-3,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73414-4,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72754-2,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72761-0,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72764-1,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72913-3,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72920-1,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72933-1,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73661-2,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72940-9,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72946-1,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72775-7,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72784-9,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72995-9,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72952-2,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72970-6,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73195-2,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72967-6,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72973-7,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72983-6,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72943-0,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73668-1,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72949-2,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73001-6,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72992-8,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72998-0,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73636-0,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73202-7,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73027-6,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73030-6,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73033-7,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73036-8,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73039-9,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73650-6,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72848-8,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72855-6,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73113-6,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72890-7,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72897-6,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73209-6,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73220-1,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73464-9,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72904-1,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73226-3,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73116-7,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72980-5,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73229-4,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72986-7,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72989-8,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73004-7,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73007-8,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73010-8,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-72907-2,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73013-9,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73016-0,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73021-4,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73223-2,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
https://link.springer.com/book/10.1007/978-3-031-73024-5,springer_book_toc,"chapter titles, author list preview, chapter page URLs, chapter PDF URLs",Auto-discovered from Springer other-volumes list
