author_id,author_name,institution,country,conference,year
AAAI-2016-A000001,Suvash Sedhain,UNKNOWN,UNKNOWN,AAAI,2016
AAAI-2016-A000002,Aditya Menon,UNKNOWN,UNKNOWN,AAAI,2016
AAAI-2016-A000003,Scott Sanner,UNKNOWN,UNKNOWN,AAAI,2016
AAAI-2016-A000004,Darius Braziunas,UNKNOWN,UNKNOWN,AAAI,2016
AAAI-2016-A000005,Hancheng Ge,"Department of Computer Science and Engineering Texas A&M University, USA",United States,AAAI,2016
AAAI-2016-A000006,James Caverlee,"Department of Computer Science and Engineering Texas A&M University, USA",United States,AAAI,2016
AAAI-2016-A000007,Niket Tandon,"Max Planck Institute for Informatics, Germany",Germany,AAAI,2016
AAAI-2016-A000008,Charles Hariman,"Max Planck Institute for Informatics, Germany",Germany,AAAI,2016
AAAI-2016-A000009,Jacopo Urbani,"Max Planck Institute for Informatics, Germany | VU University Amsterdam, Netherlands",Germany | Netherlands,AAAI,2016
AAAI-2016-A000010,Anna Rohrbach,"Max Planck Institute for Informatics, Germany",Germany,AAAI,2016
AAAI-2016-A000011,Marcus Rohrbach,"UC Berkeley EECS and ICSI, USA",United States,AAAI,2016
AAAI-2016-A000012,Gerhard Weikum,"Max Planck Institute for Informatics, Germany",Germany,AAAI,2016
AAAI-2016-A000013,Jacopo Urbani,"Dept. Computer Science VU University Amsterdam Amsterdam, The Netherlands",Netherlands,AAAI,2016
AAAI-2016-A000014,Ceriel Jacobs,"Dept. Computer Science VU University Amsterdam Amsterdam, The Netherlands",Netherlands,AAAI,2016
AAAI-2016-A000015,Markus Krötzsch,"Dept. Computer Science VU University Amsterdam Amsterdam, The Netherlands",Netherlands,AAAI,2016
AAAI-2016-A000016,Jinyoung Yeo,Pohang University of Science and Technology (POSTECH),South Korea,AAAI,2016
AAAI-2016-A000017,Jin-woo Park,Pohang University of Science and Technology (POSTECH),South Korea,AAAI,2016
AAAI-2016-A000018,Seung-won Hwang,Pohang University of Science and Technology (POSTECH),South Korea,AAAI,2016
AAAI-2016-A000019,Jing He,"BJ ER Center of HVLIP&CC, School of Comp. Sci., Beijing Institute of Technology, Beijing, China",China,AAAI,2016
AAAI-2016-A000020,Xin Li,"BJ ER Center of HVLIP&CC, School of Comp. Sci., Beijing Institute of Technology, Beijing, China",China,AAAI,2016
AAAI-2016-A000021,Lejian Liao,"BJ ER Center of HVLIP&CC, School of Comp. Sci., Beijing Institute of Technology, Beijing, China",China,AAAI,2016
