paper_id,author_id,author_name,variant,variant_priority,variant_coverage,author_count,institution_candidate,candidate_score,first_page_text_path,source_url
NEURIPS-2019-P0001,NEURIPS-2019-A000001,Coline Devin,numbered,0,0,5,UNKNOWN,-1000,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0001.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00989c20ff1386dc386d8124ebcba1a5-Paper.pdf
NEURIPS-2019-P0001,NEURIPS-2019-A000002,Daniel Geng,numbered,0,0,5,UNKNOWN,-1000,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0001.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00989c20ff1386dc386d8124ebcba1a5-Paper.pdf
NEURIPS-2019-P0001,NEURIPS-2019-A000003,Pieter Abbeel,numbered,0,0,5,UNKNOWN,-1000,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0001.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00989c20ff1386dc386d8124ebcba1a5-Paper.pdf
NEURIPS-2019-P0001,NEURIPS-2019-A000004,Trevor Darrell,numbered,0,0,5,UNKNOWN,-1000,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0001.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00989c20ff1386dc386d8124ebcba1a5-Paper.pdf
NEURIPS-2019-P0001,NEURIPS-2019-A000005,Sergey Levine,numbered,0,0,5,UNKNOWN,-1000,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0001.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00989c20ff1386dc386d8124ebcba1a5-Paper.pdf
NEURIPS-2019-P0001,NEURIPS-2019-A000001,Coline Devin,shared,3,5,5,"University of California, Berkeley",4,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0001.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00989c20ff1386dc386d8124ebcba1a5-Paper.pdf
NEURIPS-2019-P0001,NEURIPS-2019-A000002,Daniel Geng,shared,3,5,5,"University of California, Berkeley",4,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0001.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00989c20ff1386dc386d8124ebcba1a5-Paper.pdf
NEURIPS-2019-P0001,NEURIPS-2019-A000003,Pieter Abbeel,shared,3,5,5,"University of California, Berkeley",4,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0001.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00989c20ff1386dc386d8124ebcba1a5-Paper.pdf
NEURIPS-2019-P0001,NEURIPS-2019-A000004,Trevor Darrell,shared,3,5,5,"University of California, Berkeley",4,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0001.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00989c20ff1386dc386d8124ebcba1a5-Paper.pdf
NEURIPS-2019-P0001,NEURIPS-2019-A000005,Sergey Levine,shared,3,5,5,"University of California, Berkeley",4,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0001.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00989c20ff1386dc386d8124ebcba1a5-Paper.pdf
NEURIPS-2019-P0002,NEURIPS-2019-A000006,LU LIU,numbered,0,4,5,UNKNOWN,-1000,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0002.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00ac8ed3b4327bdd4ebbebcb2ba10a00-Paper.pdf
NEURIPS-2019-P0002,NEURIPS-2019-A000007,Tianyi Zhou,numbered,0,4,5,"Paul G. Allen School of Computer Science & Engineering, University of Washington",4,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0002.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00ac8ed3b4327bdd4ebbebcb2ba10a00-Paper.pdf
NEURIPS-2019-P0002,NEURIPS-2019-A000008,Guodong Long,numbered,0,4,5,"Center for Artificial Intelligence, University of Technology Sydney",4,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0002.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00ac8ed3b4327bdd4ebbebcb2ba10a00-Paper.pdf
NEURIPS-2019-P0002,NEURIPS-2019-A000009,Jing Jiang,numbered,0,4,5,"Center for Artificial Intelligence, University of Technology Sydney",4,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0002.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00ac8ed3b4327bdd4ebbebcb2ba10a00-Paper.pdf
NEURIPS-2019-P0002,NEURIPS-2019-A000010,Chengqi Zhang,numbered,0,4,5,"Center for Artificial Intelligence, University of Technology Sydney",4,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0002.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00ac8ed3b4327bdd4ebbebcb2ba10a00-Paper.pdf
NEURIPS-2019-P0002,NEURIPS-2019-A000006,LU LIU,stacked,2,4,5,UNKNOWN,-1000,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0002.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00ac8ed3b4327bdd4ebbebcb2ba10a00-Paper.pdf
NEURIPS-2019-P0002,NEURIPS-2019-A000007,Tianyi Zhou,stacked,2,4,5,"Center for Artificial Intelligence, University of Technology Sydney Paul G. Allen School of Computer Science & Engineering, University of Washington",1,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0002.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00ac8ed3b4327bdd4ebbebcb2ba10a00-Paper.pdf
NEURIPS-2019-P0002,NEURIPS-2019-A000008,Guodong Long,stacked,2,4,5,"Center for Artificial Intelligence, University of Technology Sydney Paul G. Allen School of Computer Science & Engineering, University of Washington",1,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0002.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00ac8ed3b4327bdd4ebbebcb2ba10a00-Paper.pdf
NEURIPS-2019-P0002,NEURIPS-2019-A000009,Jing Jiang,stacked,2,4,5,"Center for Artificial Intelligence, University of Technology Sydney Paul G. Allen School of Computer Science & Engineering, University of Washington",1,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0002.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00ac8ed3b4327bdd4ebbebcb2ba10a00-Paper.pdf
NEURIPS-2019-P0002,NEURIPS-2019-A000010,Chengqi Zhang,stacked,2,4,5,"Center for Artificial Intelligence, University of Technology Sydney Paul G. Allen School of Computer Science & Engineering, University of Washington",1,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0002.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00ac8ed3b4327bdd4ebbebcb2ba10a00-Paper.pdf
NEURIPS-2019-P0002,NEURIPS-2019-A000006,LU LIU,shared,3,0,5,UNKNOWN,-1000,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0002.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00ac8ed3b4327bdd4ebbebcb2ba10a00-Paper.pdf
NEURIPS-2019-P0002,NEURIPS-2019-A000007,Tianyi Zhou,shared,3,0,5,UNKNOWN,-1000,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0002.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00ac8ed3b4327bdd4ebbebcb2ba10a00-Paper.pdf
NEURIPS-2019-P0002,NEURIPS-2019-A000008,Guodong Long,shared,3,0,5,UNKNOWN,-1000,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0002.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00ac8ed3b4327bdd4ebbebcb2ba10a00-Paper.pdf
NEURIPS-2019-P0002,NEURIPS-2019-A000009,Jing Jiang,shared,3,0,5,UNKNOWN,-1000,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0002.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00ac8ed3b4327bdd4ebbebcb2ba10a00-Paper.pdf
NEURIPS-2019-P0002,NEURIPS-2019-A000010,Chengqi Zhang,shared,3,0,5,UNKNOWN,-1000,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0002.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00ac8ed3b4327bdd4ebbebcb2ba10a00-Paper.pdf
NEURIPS-2019-P0003,NEURIPS-2019-A000011,Niv Nayman,numbered,0,0,6,UNKNOWN,-1000,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0003.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00e26af6ac3b1c1c49d7c3d79c60d000-Paper.pdf
NEURIPS-2019-P0003,NEURIPS-2019-A000012,Asaf Noy,numbered,0,0,6,UNKNOWN,-1000,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0003.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00e26af6ac3b1c1c49d7c3d79c60d000-Paper.pdf
NEURIPS-2019-P0003,NEURIPS-2019-A000013,Tal Ridnik,numbered,0,0,6,UNKNOWN,-1000,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0003.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00e26af6ac3b1c1c49d7c3d79c60d000-Paper.pdf
NEURIPS-2019-P0003,NEURIPS-2019-A000014,Itamar Friedman,numbered,0,0,6,UNKNOWN,-1000,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0003.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00e26af6ac3b1c1c49d7c3d79c60d000-Paper.pdf
NEURIPS-2019-P0003,NEURIPS-2019-A000015,Rong Jin,numbered,0,0,6,UNKNOWN,-1000,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0003.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00e26af6ac3b1c1c49d7c3d79c60d000-Paper.pdf
NEURIPS-2019-P0003,NEURIPS-2019-A000016,Lihi Zelnik,numbered,0,0,6,UNKNOWN,-1000,data/raw/neurips/2019/first_pages/NEURIPS-2019-P0003.txt,https://proceedings.neurips.cc/paper_files/paper/2019/file/00e26af6ac3b1c1c49d7c3d79c60d000-Paper.pdf
