author_id,author_name,institution,country,conference,year
NEURIPS-2019-A000001,Coline Devin,"University of California, Berkeley",United States,NeurIPS,2019
NEURIPS-2019-A000002,Daniel Geng,"University of California, Berkeley",United States,NeurIPS,2019
NEURIPS-2019-A000003,Pieter Abbeel,"University of California, Berkeley",United States,NeurIPS,2019
NEURIPS-2019-A000004,Trevor Darrell,"University of California, Berkeley",United States,NeurIPS,2019
NEURIPS-2019-A000005,Sergey Levine,"University of California, Berkeley",United States,NeurIPS,2019
NEURIPS-2019-A000006,LU LIU,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000007,Tianyi Zhou,"Paul G. Allen School of Computer Science & Engineering, University of Washington",United States,NeurIPS,2019
NEURIPS-2019-A000008,Guodong Long,"Center for Artificial Intelligence, University of Technology Sydney",Australia,NeurIPS,2019
NEURIPS-2019-A000009,Jing Jiang,"Center for Artificial Intelligence, University of Technology Sydney",Australia,NeurIPS,2019
NEURIPS-2019-A000010,Chengqi Zhang,"Center for Artificial Intelligence, University of Technology Sydney",Australia,NeurIPS,2019
NEURIPS-2019-A000011,Niv Nayman,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000012,Asaf Noy,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000013,Tal Ridnik,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000014,Itamar Friedman,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000015,Rong Jin,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000016,Lihi Zelnik,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000017,Oliver Hamelijnck,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000018,Theodoros Damoulas,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000019,Kangrui Wang,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000020,Mark Girolami,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000021,Shaojie Bai,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000022,J. Zico Kolter,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000023,Vladlen Koltun,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000024,Ruibing Hou,"Key Laboratory of Intelligent Information Processing of Chinese Academy of Sciences (CAS), Institute of Computing Technology, CAS, China University of Chinese Academy of Sciences, China CAS Center for Excellence in Brain Science and Intelligence Technology, China",China,NeurIPS,2019
NEURIPS-2019-A000025,Hong Chang,"Key Laboratory of Intelligent Information Processing of Chinese Academy of Sciences (CAS), Institute of Computing Technology, CAS, China University of Chinese Academy of Sciences, China CAS Center for Excellence in Brain Science and Intelligence Technology, China",China,NeurIPS,2019
NEURIPS-2019-A000026,Bingpeng MA,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000027,Shiguang Shan,"Key Laboratory of Intelligent Information Processing of Chinese Academy of Sciences (CAS), Institute of Computing Technology, CAS, China University of Chinese Academy of Sciences, China CAS Center for Excellence in Brain Science and Intelligence Technology, China",China,NeurIPS,2019
NEURIPS-2019-A000028,Xilin Chen,"Key Laboratory of Intelligent Information Processing of Chinese Academy of Sciences (CAS), Institute of Computing Technology, CAS, China University of Chinese Academy of Sciences, China CAS Center for Excellence in Brain Science and Intelligence Technology, China",China,NeurIPS,2019
NEURIPS-2019-A000029,Arsalan Sharifnassab,"Department of Electrical Engineering, Sharif University of Technology, Tehran, Iran",Iran,NeurIPS,2019
NEURIPS-2019-A000030,Saber Salehkaleybar,"Department of Electrical Engineering, Sharif University of Technology, Tehran, Iran",Iran,NeurIPS,2019
NEURIPS-2019-A000031,S. Jamaloddin Golestani,"Department of Electrical Engineering, Sharif University of Technology, Tehran, Iran",Iran,NeurIPS,2019
NEURIPS-2019-A000032,Ke Wang,"Cornell University, Uber AI Labs, NVIDIA, New York University",United States,NeurIPS,2019
NEURIPS-2019-A000033,Geoff Pleiss,"Cornell University, Uber AI Labs, NVIDIA, New York University",United States,NeurIPS,2019
NEURIPS-2019-A000034,Jacob Gardner,"Cornell University, Uber AI Labs, NVIDIA, New York University",United States,NeurIPS,2019
NEURIPS-2019-A000035,Stephen Tyree,"Cornell University, Uber AI Labs, NVIDIA, New York University",United States,NeurIPS,2019
NEURIPS-2019-A000036,Kilian Q. Weinberger,"Cornell University, Uber AI Labs, NVIDIA, New York University",United States,NeurIPS,2019
NEURIPS-2019-A000037,Andrew Gordon Wilson,"Cornell University, Uber AI Labs, NVIDIA, New York University",United States,NeurIPS,2019
NEURIPS-2019-A000038,Haowei He,"Institute for Interdisciplinary Information Sciences, Tsinghua University",China,NeurIPS,2019
NEURIPS-2019-A000039,Gao Huang,"Department of Automation, Tsinghua University | Beijing National Research Center for Information Science and Technology (BNRist)",China,NeurIPS,2019
NEURIPS-2019-A000040,Yang Yuan,"Institute for Interdisciplinary Information Sciences, Tsinghua University",China,NeurIPS,2019
NEURIPS-2019-A000041,Viet Anh Nguyen,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000042,Soroosh Shafieezadeh-Abadeh,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000043,Man-Chung Yue,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000044,Daniel Huhn,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000045,Wolfram Wiesemann,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000046,Pooria Joulani,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000047,András György,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000048,Csaba Szepesvari,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000049,Tuomas Kynkäänniemi,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000050,Tero Karras,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000051,Samuli Laine,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000052,Jaakko Lehtinen,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000053,Timo Aila,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000054,Arun Jambulapati,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000055,Aaron Sidford,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000056,Kevin Tian,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000057,Maxime Bucher,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000058,Tuan-Hung VU,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000059,Matthieu Cord,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000060,Patrick Pérez,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000061,Pascal Mettes,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000062,Elise van der Pol,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000063,Cees Snoek,UNKNOWN,UNKNOWN,NeurIPS,2019
NEURIPS-2019-A000064,Arjun Nitin Bhagoji,"Department of Electrical Engineering Princeton University possible loss in an adversarial classification scenario. In this setting, an adversary receives a random labeled example from one of two classes, perturbs the example class, the optimal transportation cost provides a lower bound. We apply our framework to the case of Gaussian data with norm-bounded adversaries and explicitly special case. Finally, we use our framework to study the gap between the optimal robustly trained neural networks for datasets of interest, namely, MNIST, Fashion domains such as image recognition [",United States,NeurIPS,2019
NEURIPS-2019-A000065,Daniel Cullina,"Department of Electrical Engineering Princeton University possible loss in an adversarial classification scenario. In this setting, an adversary receives a random labeled example from one of two classes, perturbs the example class, the optimal transportation cost provides a lower bound. We apply our framework to the case of Gaussian data with norm-bounded adversaries and explicitly special case. Finally, we use our framework to study the gap between the optimal robustly trained neural networks for datasets of interest, namely, MNIST, Fashion domains such as image recognition [",United States,NeurIPS,2019
