paper_id,author_id,author_name,selected_variant,selection_reason,institution_raw,candidate_score,first_page_text_path,source_url
NEURIPS-2016-P0001,NEURIPS-2016-A000001,Chien-Ju Ho,shared,complete_shared_variant,"Harvard University wherein agents have differing quality of information, but also respond to incentives. Our model generalizes both categories and enables the joint exploration of optimal elicitation and aggregation. This model enables our exploration, both amount of information about the underlying true label, the principle wants to elicit workers’ private correctly predicts the underlying true label. Ideally, in order to maximize the probability of correctly predicting the ground truth, the principal probability distribution over labels. However, this is not always practical, e.g., agents might not be able to accurately differentiate % and %. In practice, the principal is often constrained to elicit In this work, we explore the joint problem of eliciting and aggregating information for categorical goal is to maximize the probability of correctly predicting the ground truth while incentivizing agents to 30th Conference on Neural Information Processing Systems (NIPS ), Barcelona, Spain.",2,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0001.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/018b59ce1fd616d874afad0f44ba338d-Paper.pdf
NEURIPS-2016-P0001,NEURIPS-2016-A000002,Rafael Frongillo,shared,complete_shared_variant,"Harvard University wherein agents have differing quality of information, but also respond to incentives. Our model generalizes both categories and enables the joint exploration of optimal elicitation and aggregation. This model enables our exploration, both amount of information about the underlying true label, the principle wants to elicit workers’ private correctly predicts the underlying true label. Ideally, in order to maximize the probability of correctly predicting the ground truth, the principal probability distribution over labels. However, this is not always practical, e.g., agents might not be able to accurately differentiate % and %. In practice, the principal is often constrained to elicit In this work, we explore the joint problem of eliciting and aggregating information for categorical goal is to maximize the probability of correctly predicting the ground truth while incentivizing agents to 30th Conference on Neural Information Processing Systems (NIPS ), Barcelona, Spain.",2,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0001.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/018b59ce1fd616d874afad0f44ba338d-Paper.pdf
NEURIPS-2016-P0001,NEURIPS-2016-A000003,Yiling Chen,shared,complete_shared_variant,"Harvard University wherein agents have differing quality of information, but also respond to incentives. Our model generalizes both categories and enables the joint exploration of optimal elicitation and aggregation. This model enables our exploration, both amount of information about the underlying true label, the principle wants to elicit workers’ private correctly predicts the underlying true label. Ideally, in order to maximize the probability of correctly predicting the ground truth, the principal probability distribution over labels. However, this is not always practical, e.g., agents might not be able to accurately differentiate % and %. In practice, the principal is often constrained to elicit In this work, we explore the joint problem of eliciting and aggregating information for categorical goal is to maximize the probability of correctly predicting the ground truth while incentivizing agents to 30th Conference on Neural Information Processing Systems (NIPS ), Barcelona, Spain.",2,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0001.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/018b59ce1fd616d874afad0f44ba338d-Paper.pdf
NEURIPS-2016-P0002,NEURIPS-2016-A000004,Georgios Arvanitidis,shared,complete_shared_variant,"Technical University of Denmark, Lyngby, Denmark",2,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0002.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/01931a6925d3de09e5f87419d9d55055-Paper.pdf
NEURIPS-2016-P0002,NEURIPS-2016-A000005,Lars K. Hansen,shared,complete_shared_variant,"Technical University of Denmark, Lyngby, Denmark",2,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0002.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/01931a6925d3de09e5f87419d9d55055-Paper.pdf
NEURIPS-2016-P0002,NEURIPS-2016-A000006,Søren Hauberg,shared,complete_shared_variant,"Technical University of Denmark, Lyngby, Denmark",2,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0002.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/01931a6925d3de09e5f87419d9d55055-Paper.pdf
NEURIPS-2016-P0003,NEURIPS-2016-A000007,Klaus Greff,numbered,no_viable_candidate,UNKNOWN,-1000,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0003.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/01eee509ee2f68dc6014898c309e86bf-Paper.pdf
NEURIPS-2016-P0003,NEURIPS-2016-A000008,Antti Rasmus,numbered,no_viable_candidate,UNKNOWN,-1000,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0003.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/01eee509ee2f68dc6014898c309e86bf-Paper.pdf
NEURIPS-2016-P0003,NEURIPS-2016-A000009,Mathias Berglund,numbered,no_viable_candidate,UNKNOWN,-1000,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0003.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/01eee509ee2f68dc6014898c309e86bf-Paper.pdf
NEURIPS-2016-P0003,NEURIPS-2016-A000010,Tele Hao,numbered,no_viable_candidate,UNKNOWN,-1000,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0003.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/01eee509ee2f68dc6014898c309e86bf-Paper.pdf
NEURIPS-2016-P0003,NEURIPS-2016-A000011,Harri Valpola,numbered,no_viable_candidate,UNKNOWN,-1000,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0003.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/01eee509ee2f68dc6014898c309e86bf-Paper.pdf
NEURIPS-2016-P0003,NEURIPS-2016-A000012,Jürgen Schmidhuber,numbered,no_viable_candidate,UNKNOWN,-1000,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0003.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/01eee509ee2f68dc6014898c309e86bf-Paper.pdf
NEURIPS-2016-P0004,NEURIPS-2016-A000013,Wei-Shou Hsu,stacked,complete_stacked_variant,"David R. Cheriton School of Computer Science University of Waterloo Wateroo, ON N2L 3G1",4,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0004.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/0233f3bb964cf325a30f8b1c2ed2da93-Paper.pdf
NEURIPS-2016-P0004,NEURIPS-2016-A000014,Pascal Poupart,stacked,complete_stacked_variant,"David R. Cheriton School of Computer Science University of Waterloo Wateroo, ON N2L 3G1",4,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0004.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/0233f3bb964cf325a30f8b1c2ed2da93-Paper.pdf
NEURIPS-2016-P0005,NEURIPS-2016-A000015,Yong Ren,stacked,complete_stacked_variant,"Dept. of Comp. Sci. & Tech., TNList Lab; Center for Bio-Inspired Computing Research State Key Lab for Intell. Tech. & Systems, Tsinghua University, Beijing, China",7,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0005.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/0245952ecff55018e2a459517fdb40e3-Paper.pdf
NEURIPS-2016-P0005,NEURIPS-2016-A000016,Jun Zhu,stacked,complete_stacked_variant,"Dept. of Comp. Sci. & Tech., TNList Lab; Center for Bio-Inspired Computing Research State Key Lab for Intell. Tech. & Systems, Tsinghua University, Beijing, China",7,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0005.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/0245952ecff55018e2a459517fdb40e3-Paper.pdf
NEURIPS-2016-P0005,NEURIPS-2016-A000017,Jialian Li,stacked,complete_stacked_variant,"Dept. of Comp. Sci. & Tech., TNList Lab; Center for Bio-Inspired Computing Research State Key Lab for Intell. Tech. & Systems, Tsinghua University, Beijing, China",7,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0005.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/0245952ecff55018e2a459517fdb40e3-Paper.pdf
NEURIPS-2016-P0005,NEURIPS-2016-A000018,Yucen Luo,stacked,complete_stacked_variant,"Dept. of Comp. Sci. & Tech., TNList Lab; Center for Bio-Inspired Computing Research State Key Lab for Intell. Tech. & Systems, Tsinghua University, Beijing, China",7,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0005.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/0245952ecff55018e2a459517fdb40e3-Paper.pdf
NEURIPS-2016-P0006,NEURIPS-2016-A000019,Hao Wang,shared,complete_shared_variant,Hong Kong University of Science and Technology,2,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0006.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/0266e33d3f546cb5436a10798e657d97-Paper.pdf
NEURIPS-2016-P0006,NEURIPS-2016-A000020,Xingjian SHI,shared,complete_shared_variant,Hong Kong University of Science and Technology,2,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0006.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/0266e33d3f546cb5436a10798e657d97-Paper.pdf
NEURIPS-2016-P0006,NEURIPS-2016-A000021,Dit-Yan Yeung,shared,complete_shared_variant,Hong Kong University of Science and Technology,2,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0006.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/0266e33d3f546cb5436a10798e657d97-Paper.pdf
NEURIPS-2016-P0007,NEURIPS-2016-A000022,Matthias W Seeger,shared,complete_shared_variant,Amazon Development Center Germany,4,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0007.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/03255088ed63354a54e0e5ed957e9008-Paper.pdf
NEURIPS-2016-P0007,NEURIPS-2016-A000023,David Salinas,shared,complete_shared_variant,Amazon Development Center Germany,4,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0007.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/03255088ed63354a54e0e5ed957e9008-Paper.pdf
NEURIPS-2016-P0007,NEURIPS-2016-A000024,Valentin Flunkert,shared,complete_shared_variant,Amazon Development Center Germany,4,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0007.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/03255088ed63354a54e0e5ed957e9008-Paper.pdf
NEURIPS-2016-P0008,NEURIPS-2016-A000025,Tianfan Xue,stacked,best_scoring_candidate,Massachusetts Institute of Technology Google Research,6,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0008.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/03afdbd66e7929b125f8597834fa83a4-Paper.pdf
NEURIPS-2016-P0008,NEURIPS-2016-A000026,Jiajun Wu,stacked,best_scoring_candidate,Massachusetts Institute of Technology Google Research,6,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0008.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/03afdbd66e7929b125f8597834fa83a4-Paper.pdf
NEURIPS-2016-P0008,NEURIPS-2016-A000027,Katherine Bouman,numbered,no_viable_candidate,UNKNOWN,-1000,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0008.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/03afdbd66e7929b125f8597834fa83a4-Paper.pdf
