paper_id,author_id,author_name,selected_variant,selection_reason,institution_raw,institution_normalized,candidate_score,first_page_text_path,source_url
NEURIPS-2016-P0001,NEURIPS-2016-A000001,Chien-Ju Ho,shared,complete_shared_variant,Cornell University,Cornell University,2,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0001.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/018b59ce1fd616d874afad0f44ba338d-Paper.pdf
NEURIPS-2016-P0001,NEURIPS-2016-A000002,Rafael Frongillo,shared,complete_shared_variant,Cornell University,Cornell University,2,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0001.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/018b59ce1fd616d874afad0f44ba338d-Paper.pdf
NEURIPS-2016-P0001,NEURIPS-2016-A000003,Yiling Chen,shared,complete_shared_variant,Cornell University,Cornell University,2,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0001.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/018b59ce1fd616d874afad0f44ba338d-Paper.pdf
NEURIPS-2016-P0002,NEURIPS-2016-A000004,Georgios Arvanitidis,shared,complete_shared_variant,"Technical University of Denmark, Lyngby, Denmark","Technical University of Denmark, Lyngby, Denmark",2,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0002.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/01931a6925d3de09e5f87419d9d55055-Paper.pdf
NEURIPS-2016-P0002,NEURIPS-2016-A000005,Lars K. Hansen,shared,complete_shared_variant,"Technical University of Denmark, Lyngby, Denmark","Technical University of Denmark, Lyngby, Denmark",2,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0002.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/01931a6925d3de09e5f87419d9d55055-Paper.pdf
NEURIPS-2016-P0002,NEURIPS-2016-A000006,Søren Hauberg,shared,complete_shared_variant,"Technical University of Denmark, Lyngby, Denmark","Technical University of Denmark, Lyngby, Denmark",2,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0002.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/01931a6925d3de09e5f87419d9d55055-Paper.pdf
NEURIPS-2016-P0003,NEURIPS-2016-A000007,Klaus Greff,symbol,no_viable_candidate,UNKNOWN,UNKNOWN,-1000,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0003.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/01eee509ee2f68dc6014898c309e86bf-Paper.pdf
NEURIPS-2016-P0003,NEURIPS-2016-A000008,Antti Rasmus,symbol,no_viable_candidate,UNKNOWN,UNKNOWN,-1000,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0003.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/01eee509ee2f68dc6014898c309e86bf-Paper.pdf
NEURIPS-2016-P0003,NEURIPS-2016-A000009,Mathias Berglund,symbol,no_viable_candidate,UNKNOWN,UNKNOWN,-1000,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0003.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/01eee509ee2f68dc6014898c309e86bf-Paper.pdf
NEURIPS-2016-P0003,NEURIPS-2016-A000010,Tele Hao,symbol,no_viable_candidate,UNKNOWN,UNKNOWN,-1000,data/raw/neurips/2016/first_pages/NEURIPS-2016-P0003.txt,https://proceedings.neurips.cc/paper_files/paper/2016/file/01eee509ee2f68dc6014898c309e86bf-Paper.pdf
