author_id,author_name,institution,country,conference,year
ICCV-2015-A000001,Mateusz Malinowski,"Max Planck Institute for Informatics, Saarbrücken, Germany",Germany,ICCV,2015
ICCV-2015-A000002,Marcus Rohrbach,"UC Berkeley EECS and ICSI, Berkeley, CA, United States",United States,ICCV,2015
ICCV-2015-A000003,Mario Fritz,"Max Planck Institute for Informatics, Saarbrücken, Germany",Germany,ICCV,2015
ICCV-2015-A000004,Hamid Izadinia,UNKNOWN,UNKNOWN,ICCV,2015
ICCV-2015-A000005,Fereshteh Sadeghi,UNKNOWN,UNKNOWN,ICCV,2015
ICCV-2015-A000006,Santosh K. Divvala,UNKNOWN,UNKNOWN,ICCV,2015
ICCV-2015-A000007,Hannaneh Hajishirzi,UNKNOWN,UNKNOWN,ICCV,2015
ICCV-2015-A000008,Yejin Choi,UNKNOWN,UNKNOWN,ICCV,2015
ICCV-2015-A000009,Ali Farhadi,UNKNOWN,UNKNOWN,ICCV,2015
ICCV-2015-A000010,Yukun Zhu,University of Toronto Massachusetts Institute of Technology,Canada | United States,ICCV,2015
ICCV-2015-A000011,Ryan Kiros,University of Toronto Massachusetts Institute of Technology,Canada | United States,ICCV,2015
ICCV-2015-A000012,Rich Zemel,University of Toronto Massachusetts Institute of Technology,Canada | United States,ICCV,2015
ICCV-2015-A000013,Ruslan Salakhutdinov,University of Toronto Massachusetts Institute of Technology,Canada | United States,ICCV,2015
ICCV-2015-A000014,Raquel Urtasun,University of Toronto Massachusetts Institute of Technology,Canada | United States,ICCV,2015
ICCV-2015-A000015,Antonio Torralba,University of Toronto Massachusetts Institute of Technology,Canada | United States,ICCV,2015
ICCV-2015-A000016,Sanja Fidler,University of Toronto Massachusetts Institute of Technology,Canada | United States,ICCV,2015
ICCV-2015-A000017,Ting Yao,"Microsoft Research, Beijing, China City University of Hong Kong, Kowloon, Hong Kong",China,ICCV,2015
ICCV-2015-A000018,Tao Mei,"Microsoft Research, Beijing, China City University of Hong Kong, Kowloon, Hong Kong",China,ICCV,2015
ICCV-2015-A000019,Chong-Wah Ngo,"Microsoft Research, Beijing, China City University of Hong Kong, Kowloon, Hong Kong",China,ICCV,2015
ICCV-2015-A000020,Pulkit Agrawal,UNKNOWN,UNKNOWN,ICCV,2015
ICCV-2015-A000021,Joao Carreira,UNKNOWN,UNKNOWN,ICCV,2015
ICCV-2015-A000022,Jitendra Malik,UC Berkeley,United States,ICCV,2015
ICCV-2015-A000023,Haoyu Ren,UNKNOWN,UNKNOWN,ICCV,2015
ICCV-2015-A000024,Ze-Nian Li,UNKNOWN,UNKNOWN,ICCV,2015
ICCV-2015-A000025,Quanshi Zhang,"University of California, Los Angeles",United States,ICCV,2015
ICCV-2015-A000026,Ying Nian Wu,"University of California, Los Angeles",United States,ICCV,2015
ICCV-2015-A000027,Song-Chun Zhu,"University of California, Los Angeles",United States,ICCV,2015
ICCV-2015-A000028,Shubham Tulsiani,"University of California, Berkeley",United States,ICCV,2015
ICCV-2015-A000029,Joao Carreira,"University of California, Berkeley",United States,ICCV,2015
ICCV-2015-A000030,Jitendra Malik,"University of California, Berkeley",United States,ICCV,2015
ICCV-2015-A000031,Yuhui Quan,"Department of Mathematics, National University of Singapore, Singapore",Singapore,ICCV,2015
ICCV-2015-A000032,Yan Huang,"School of Computer Science & Engineering, South China University of Technology, China",China,ICCV,2015
ICCV-2015-A000033,Hui Ji,"Department of Mathematics, National University of Singapore, Singapore",Singapore,ICCV,2015
ICCV-2015-A000034,Bin Yang,"Center for Biometrics and Security Research & National Laboratory of Pattern Recognition Institute of Automation, Chinese Academy of Sciences, China",China,ICCV,2015
ICCV-2015-A000035,Junjie Yan,"Center for Biometrics and Security Research & National Laboratory of Pattern Recognition Institute of Automation, Chinese Academy of Sciences, China",China,ICCV,2015
ICCV-2015-A000036,Zhen Lei,"Center for Biometrics and Security Research & National Laboratory of Pattern Recognition Institute of Automation, Chinese Academy of Sciences, China",China,ICCV,2015
ICCV-2015-A000037,Stan Z. Li,"Center for Biometrics and Security Research & National Laboratory of Pattern Recognition Institute of Automation, Chinese Academy of Sciences, China",China,ICCV,2015
ICCV-2015-A000038,Mattis Paulin,Facebook AI Research,United States,ICCV,2015
ICCV-2015-A000039,Matthijs Douze,Facebook AI Research,United States,ICCV,2015
