paper_id,author_id,author_name,selected_variant,selection_reason,institution_raw,institution_normalized,candidate_score,first_page_text_path,source_url
NEURIPS-2017-P0001,NEURIPS-2017-A000001,Piotr Dabkowski,numbered,no_viable_candidate,UNKNOWN,UNKNOWN,-1000,data/raw/neurips/2017/first_pages/NEURIPS-2017-P0001.txt,https://proceedings.neurips.cc/paper_files/paper/2017/file/0060ef47b12160b9198302ebdb144dcf-Paper.pdf
NEURIPS-2017-P0001,NEURIPS-2017-A000002,Yarin Gal,numbered,no_viable_candidate,UNKNOWN,UNKNOWN,-1000,data/raw/neurips/2017/first_pages/NEURIPS-2017-P0001.txt,https://proceedings.neurips.cc/paper_files/paper/2017/file/0060ef47b12160b9198302ebdb144dcf-Paper.pdf
NEURIPS-2017-P0002,NEURIPS-2017-A000003,Nicolas Courty,shared,complete_shared_variant,"Lab. Hubert Curien UMR , F-","Lab. Hubert Curien UMR , F-",2,data/raw/neurips/2017/first_pages/NEURIPS-2017-P0002.txt,https://proceedings.neurips.cc/paper_files/paper/2017/file/0070d23b06b1486a538c0eaa45dd167a-Paper.pdf
NEURIPS-2017-P0002,NEURIPS-2017-A000004,Rémi Flamary,shared,complete_shared_variant,"Lab. Hubert Curien UMR , F-","Lab. Hubert Curien UMR , F-",2,data/raw/neurips/2017/first_pages/NEURIPS-2017-P0002.txt,https://proceedings.neurips.cc/paper_files/paper/2017/file/0070d23b06b1486a538c0eaa45dd167a-Paper.pdf
NEURIPS-2017-P0002,NEURIPS-2017-A000005,Amaury Habrard,shared,complete_shared_variant,"Lab. Hubert Curien UMR , F-","Lab. Hubert Curien UMR , F-",2,data/raw/neurips/2017/first_pages/NEURIPS-2017-P0002.txt,https://proceedings.neurips.cc/paper_files/paper/2017/file/0070d23b06b1486a538c0eaa45dd167a-Paper.pdf
NEURIPS-2017-P0002,NEURIPS-2017-A000006,Alain Rakotomamonjy,shared,complete_shared_variant,"Lab. Hubert Curien UMR , F-","Lab. Hubert Curien UMR , F-",2,data/raw/neurips/2017/first_pages/NEURIPS-2017-P0002.txt,https://proceedings.neurips.cc/paper_files/paper/2017/file/0070d23b06b1486a538c0eaa45dd167a-Paper.pdf
NEURIPS-2017-P0003,NEURIPS-2017-A000007,Feiping Nie,stacked,complete_stacked_variant,"School of Computer Science, Center for OPTIMAL, Northwestern Polytechnical University, China Department of Electrical and Computer Engineering, University of Pittsburgh, USA School of Electronic Engineering, Xidian University, China","School of Computer Science, Center for OPTIMAL, Northwestern Polytechnical University, China Department of Electrical and Computer Engineering, University of Pittsburgh, USA School of Electronic Engineering, Xidian University, China",5,data/raw/neurips/2017/first_pages/NEURIPS-2017-P0003.txt,https://proceedings.neurips.cc/paper_files/paper/2017/file/00a03ec6533ca7f5c644d198d815329c-Paper.pdf
NEURIPS-2017-P0003,NEURIPS-2017-A000008,Xiaoqian Wang,stacked,complete_stacked_variant,"School of Computer Science, Center for OPTIMAL, Northwestern Polytechnical University, China Department of Electrical and Computer Engineering, University of Pittsburgh, USA School of Electronic Engineering, Xidian University, China","School of Computer Science, Center for OPTIMAL, Northwestern Polytechnical University, China Department of Electrical and Computer Engineering, University of Pittsburgh, USA School of Electronic Engineering, Xidian University, China",5,data/raw/neurips/2017/first_pages/NEURIPS-2017-P0003.txt,https://proceedings.neurips.cc/paper_files/paper/2017/file/00a03ec6533ca7f5c644d198d815329c-Paper.pdf
NEURIPS-2017-P0003,NEURIPS-2017-A000009,Cheng Deng,stacked,complete_stacked_variant,"School of Computer Science, Center for OPTIMAL, Northwestern Polytechnical University, China Department of Electrical and Computer Engineering, University of Pittsburgh, USA School of Electronic Engineering, Xidian University, China","School of Computer Science, Center for OPTIMAL, Northwestern Polytechnical University, China Department of Electrical and Computer Engineering, University of Pittsburgh, USA School of Electronic Engineering, Xidian University, China",5,data/raw/neurips/2017/first_pages/NEURIPS-2017-P0003.txt,https://proceedings.neurips.cc/paper_files/paper/2017/file/00a03ec6533ca7f5c644d198d815329c-Paper.pdf
NEURIPS-2017-P0003,NEURIPS-2017-A000010,Heng Huang,stacked,complete_stacked_variant,"School of Computer Science, Center for OPTIMAL, Northwestern Polytechnical University, China Department of Electrical and Computer Engineering, University of Pittsburgh, USA School of Electronic Engineering, Xidian University, China","School of Computer Science, Center for OPTIMAL, Northwestern Polytechnical University, China Department of Electrical and Computer Engineering, University of Pittsburgh, USA School of Electronic Engineering, Xidian University, China",5,data/raw/neurips/2017/first_pages/NEURIPS-2017-P0003.txt,https://proceedings.neurips.cc/paper_files/paper/2017/file/00a03ec6533ca7f5c644d198d815329c-Paper.pdf
NEURIPS-2017-P0004,NEURIPS-2017-A000011,Mohammad Haris Baig,numbered,no_viable_candidate,UNKNOWN,UNKNOWN,-1000,data/raw/neurips/2017/first_pages/NEURIPS-2017-P0004.txt,https://proceedings.neurips.cc/paper_files/paper/2017/file/013a006f03dbc5392effeb8f18fda755-Paper.pdf
NEURIPS-2017-P0004,NEURIPS-2017-A000012,Vladlen Koltun,numbered,no_viable_candidate,UNKNOWN,UNKNOWN,-1000,data/raw/neurips/2017/first_pages/NEURIPS-2017-P0004.txt,https://proceedings.neurips.cc/paper_files/paper/2017/file/013a006f03dbc5392effeb8f18fda755-Paper.pdf
NEURIPS-2017-P0004,NEURIPS-2017-A000013,Lorenzo Torresani,numbered,no_viable_candidate,UNKNOWN,UNKNOWN,-1000,data/raw/neurips/2017/first_pages/NEURIPS-2017-P0004.txt,https://proceedings.neurips.cc/paper_files/paper/2017/file/013a006f03dbc5392effeb8f18fda755-Paper.pdf
NEURIPS-2017-P0005,NEURIPS-2017-A000014,Robert Mattila,numbered,no_viable_candidate,UNKNOWN,UNKNOWN,-1000,data/raw/neurips/2017/first_pages/NEURIPS-2017-P0005.txt,https://proceedings.neurips.cc/paper_files/paper/2017/file/01894d6f048493d2cacde3c579c315a3-Paper.pdf
NEURIPS-2017-P0005,NEURIPS-2017-A000015,Cristian Rojas,numbered,no_viable_candidate,UNKNOWN,UNKNOWN,-1000,data/raw/neurips/2017/first_pages/NEURIPS-2017-P0005.txt,https://proceedings.neurips.cc/paper_files/paper/2017/file/01894d6f048493d2cacde3c579c315a3-Paper.pdf
NEURIPS-2017-P0005,NEURIPS-2017-A000016,Vikram Krishnamurthy,numbered,no_viable_candidate,UNKNOWN,UNKNOWN,-1000,data/raw/neurips/2017/first_pages/NEURIPS-2017-P0005.txt,https://proceedings.neurips.cc/paper_files/paper/2017/file/01894d6f048493d2cacde3c579c315a3-Paper.pdf
NEURIPS-2017-P0005,NEURIPS-2017-A000017,Bo Wahlberg,numbered,no_viable_candidate,UNKNOWN,UNKNOWN,-1000,data/raw/neurips/2017/first_pages/NEURIPS-2017-P0005.txt,https://proceedings.neurips.cc/paper_files/paper/2017/file/01894d6f048493d2cacde3c579c315a3-Paper.pdf
