author_id,author_name,institution,country,conference,year
ICCV-2021-A000001,Geonwoon Jang,"ASRI, Department of ECE, Seoul National University",South Korea,ICCV,2021
ICCV-2021-A000002,Wooseok Lee,"ASRI, Department of ECE, Seoul National University",South Korea,ICCV,2021
ICCV-2021-A000003,Sanghyun Son,"ASRI, Department of ECE, Seoul National University",South Korea,ICCV,2021
ICCV-2021-A000004,Kyoung Mu Lee,"ASRI, Department of ECE, Seoul National University",South Korea,ICCV,2021
ICCV-2021-A000005,Chris Dongjoo Kim,"Department of Computer Science and Engineering, Seoul National University, Seoul, Korea",South Korea,ICCV,2021
ICCV-2021-A000006,Jinseo Jeong,"Department of Computer Science and Engineering, Seoul National University, Seoul, Korea",South Korea,ICCV,2021
ICCV-2021-A000007,Sangwoo Moon,"Department of Computer Science and Engineering, Seoul National University, Seoul, Korea",South Korea,ICCV,2021
ICCV-2021-A000008,Gunhee Kim,"Department of Computer Science and Engineering, Seoul National University, Seoul, Korea",South Korea,ICCV,2021
ICCV-2021-A000009,Alex Yu,UC Berkeley,United States,ICCV,2021
ICCV-2021-A000010,Ruilong Li,UC Berkeley | USC Institute for Creative Technologies,United States,ICCV,2021
ICCV-2021-A000011,Matthew Tancik,UC Berkeley,United States,ICCV,2021
ICCV-2021-A000012,Hao Li,UC Berkeley,United States,ICCV,2021
ICCV-2021-A000013,Ren Ng,UC Berkeley,United States,ICCV,2021
ICCV-2021-A000014,Angjoo Kanazawa,UC Berkeley,United States,ICCV,2021
ICCV-2021-A000015,Robin Chan,"IZMD, Faculty of Mathematics and Natural Sciences, University of Wuppertal",Germany,ICCV,2021
ICCV-2021-A000016,Matthias Rottmann,"IZMD, Faculty of Mathematics and Natural Sciences, University of Wuppertal",Germany,ICCV,2021
ICCV-2021-A000017,Hanno Gottschalk,"IZMD, Faculty of Mathematics and Natural Sciences, University of Wuppertal",Germany,ICCV,2021
ICCV-2021-A000018,Tao Zhou,"PCA lab, The Key Laboratory of Intelligent Perception and Systems for High-Dimensional Information of MoE",China,ICCV,2021
