paper_id,author_id,author_position
AAAI-2021-P0001,AAAI-2021-A000001,1
AAAI-2021-P0001,AAAI-2021-A000002,2
AAAI-2021-P0001,AAAI-2021-A000003,3
AAAI-2021-P0001,AAAI-2021-A000004,4
AAAI-2021-P0002,AAAI-2021-A000005,1
AAAI-2021-P0002,AAAI-2021-A000006,2
AAAI-2021-P0002,AAAI-2021-A000007,3
AAAI-2021-P0002,AAAI-2021-A000008,4
AAAI-2021-P0002,AAAI-2021-A000009,5
AAAI-2021-P0002,AAAI-2021-A000010,6
AAAI-2021-P0002,AAAI-2021-A000011,7
AAAI-2021-P0002,AAAI-2021-A000012,8
AAAI-2021-P0003,AAAI-2021-A000013,1
AAAI-2021-P0003,AAAI-2021-A000014,2
AAAI-2021-P0003,AAAI-2021-A000015,3
AAAI-2021-P0003,AAAI-2021-A000016,4
AAAI-2021-P0003,AAAI-2021-A000017,5
AAAI-2021-P0004,AAAI-2021-A000018,1
AAAI-2021-P0004,AAAI-2021-A000019,2
AAAI-2021-P0004,AAAI-2021-A000020,3
AAAI-2021-P0004,AAAI-2021-A000021,4
AAAI-2021-P0004,AAAI-2021-A000022,5
AAAI-2021-P0004,AAAI-2021-A000023,6
AAAI-2021-P0004,AAAI-2021-A000024,7
AAAI-2021-P0004,AAAI-2021-A000025,8
AAAI-2021-P0004,AAAI-2021-A000026,9
AAAI-2021-P0004,AAAI-2021-A000027,10
AAAI-2021-P0005,AAAI-2021-A000028,1
AAAI-2021-P0005,AAAI-2021-A000029,2
AAAI-2021-P0005,AAAI-2021-A000030,3
AAAI-2021-P0006,AAAI-2021-A000031,1
AAAI-2021-P0006,AAAI-2021-A000032,2
AAAI-2021-P0006,AAAI-2021-A000033,3
AAAI-2021-P0006,AAAI-2021-A000034,4
AAAI-2021-P0006,AAAI-2021-A000035,5
AAAI-2021-P0007,AAAI-2021-A000036,1
AAAI-2021-P0007,AAAI-2021-A000037,2
AAAI-2021-P0007,AAAI-2021-A000038,3
AAAI-2021-P0007,AAAI-2021-A000039,4
AAAI-2021-P0007,AAAI-2021-A000040,5
AAAI-2021-P0007,AAAI-2021-A000041,6
AAAI-2021-P0007,AAAI-2021-A000042,7
AAAI-2021-P0008,AAAI-2021-A000043,1
AAAI-2021-P0008,AAAI-2021-A000044,2
AAAI-2021-P0008,AAAI-2021-A000045,3
AAAI-2021-P0008,AAAI-2021-A000046,4
AAAI-2021-P0009,AAAI-2021-A000047,1
AAAI-2021-P0009,AAAI-2021-A000048,2
AAAI-2021-P0009,AAAI-2021-A000049,3
AAAI-2021-P0009,AAAI-2021-A000050,4
AAAI-2021-P0009,AAAI-2021-A000051,5
AAAI-2021-P0010,AAAI-2021-A000052,1
AAAI-2021-P0010,AAAI-2021-A000053,2
AAAI-2021-P0010,AAAI-2021-A000054,3
AAAI-2021-P0010,AAAI-2021-A000055,4
AAAI-2021-P0010,AAAI-2021-A000056,5
AAAI-2021-P0010,AAAI-2021-A000057,6
AAAI-2021-P0011,AAAI-2021-A000058,1
AAAI-2021-P0011,AAAI-2021-A000059,2
AAAI-2021-P0011,AAAI-2021-A000060,3
AAAI-2021-P0011,AAAI-2021-A000061,4
AAAI-2021-P0011,AAAI-2021-A000062,5
AAAI-2021-P0011,AAAI-2021-A000063,6
AAAI-2021-P0011,AAAI-2021-A000064,7
AAAI-2021-P0011,AAAI-2021-A000065,8
AAAI-2021-P0012,AAAI-2021-A000066,1
AAAI-2021-P0012,AAAI-2021-A000067,2
AAAI-2021-P0012,AAAI-2021-A000068,3
AAAI-2021-P0012,AAAI-2021-A000069,4
AAAI-2021-P0013,AAAI-2021-A000070,1
AAAI-2021-P0013,AAAI-2021-A000071,2
AAAI-2021-P0013,AAAI-2021-A000072,3
AAAI-2021-P0013,AAAI-2021-A000073,4
AAAI-2021-P0013,AAAI-2021-A000074,5
AAAI-2021-P0014,AAAI-2021-A000075,1
AAAI-2021-P0014,AAAI-2021-A000076,2
AAAI-2021-P0014,AAAI-2021-A000077,3
AAAI-2021-P0014,AAAI-2021-A000078,4
AAAI-2021-P0014,AAAI-2021-A000079,5
AAAI-2021-P0014,AAAI-2021-A000080,6
AAAI-2021-P0014,AAAI-2021-A000081,7
AAAI-2021-P0015,AAAI-2021-A000082,1
AAAI-2021-P0015,AAAI-2021-A000083,2
AAAI-2021-P0015,AAAI-2021-A000084,3
AAAI-2021-P0015,AAAI-2021-A000085,4
AAAI-2021-P0015,AAAI-2021-A000086,5
AAAI-2021-P0016,AAAI-2021-A000087,1
AAAI-2021-P0016,AAAI-2021-A000088,2
AAAI-2021-P0016,AAAI-2021-A000089,3
AAAI-2021-P0016,AAAI-2021-A000090,4
AAAI-2021-P0016,AAAI-2021-A000091,5
AAAI-2021-P0017,AAAI-2021-A000092,1
AAAI-2021-P0017,AAAI-2021-A000093,2
AAAI-2021-P0017,AAAI-2021-A000094,3
AAAI-2021-P0018,AAAI-2021-A000095,1
AAAI-2021-P0018,AAAI-2021-A000096,2
AAAI-2021-P0018,AAAI-2021-A000097,3
AAAI-2021-P0018,AAAI-2021-A000098,4
AAAI-2021-P0018,AAAI-2021-A000099,5
AAAI-2021-P0018,AAAI-2021-A000100,6
AAAI-2021-P0018,AAAI-2021-A000101,7
AAAI-2021-P0018,AAAI-2021-A000102,8
AAAI-2021-P0019,AAAI-2021-A000103,1
AAAI-2021-P0019,AAAI-2021-A000104,2
AAAI-2021-P0019,AAAI-2021-A000105,3
AAAI-2021-P0019,AAAI-2021-A000106,4
AAAI-2021-P0020,AAAI-2021-A000107,1
AAAI-2021-P0020,AAAI-2021-A000108,2
AAAI-2021-P0020,AAAI-2021-A000109,3
AAAI-2021-P0020,AAAI-2021-A000110,4
AAAI-2021-P0020,AAAI-2021-A000111,5
AAAI-2021-P0020,AAAI-2021-A000112,6
AAAI-2021-P0020,AAAI-2021-A000113,7
AAAI-2021-P0021,AAAI-2021-A000114,1
AAAI-2021-P0021,AAAI-2021-A000115,2
AAAI-2021-P0022,AAAI-2021-A000116,1
AAAI-2021-P0022,AAAI-2021-A000117,2
AAAI-2021-P0022,AAAI-2021-A000118,3
AAAI-2021-P0022,AAAI-2021-A000119,4
AAAI-2021-P0022,AAAI-2021-A000120,5
AAAI-2021-P0023,AAAI-2021-A000121,1
AAAI-2021-P0023,AAAI-2021-A000122,2
AAAI-2021-P0024,AAAI-2021-A000123,1
AAAI-2021-P0024,AAAI-2021-A000124,2
AAAI-2021-P0024,AAAI-2021-A000125,3
AAAI-2021-P0024,AAAI-2021-A000126,4
AAAI-2021-P0025,AAAI-2021-A000127,1
AAAI-2021-P0026,AAAI-2021-A000128,1
AAAI-2021-P0026,AAAI-2021-A000129,2
AAAI-2021-P0026,AAAI-2021-A000130,3
AAAI-2021-P0027,AAAI-2021-A000131,1
AAAI-2021-P0027,AAAI-2021-A000132,2
AAAI-2021-P0027,AAAI-2021-A000133,3
AAAI-2021-P0027,AAAI-2021-A000134,4
AAAI-2021-P0027,AAAI-2021-A000135,5
AAAI-2021-P0027,AAAI-2021-A000136,6
AAAI-2021-P0028,AAAI-2021-A000137,1
AAAI-2021-P0028,AAAI-2021-A000138,2
AAAI-2021-P0028,AAAI-2021-A000139,3
AAAI-2021-P0028,AAAI-2021-A000140,4
AAAI-2021-P0029,AAAI-2021-A000141,1
AAAI-2021-P0029,AAAI-2021-A000142,2
AAAI-2021-P0029,AAAI-2021-A000143,3
AAAI-2021-P0029,AAAI-2021-A000144,4
AAAI-2021-P0029,AAAI-2021-A000145,5
AAAI-2021-P0030,AAAI-2021-A000146,1
AAAI-2021-P0030,AAAI-2021-A000147,2
AAAI-2021-P0030,AAAI-2021-A000148,3
AAAI-2021-P0030,AAAI-2021-A000149,4
AAAI-2021-P0030,AAAI-2021-A000150,5
AAAI-2021-P0030,AAAI-2021-A000151,6
AAAI-2021-P0030,AAAI-2021-A000152,7
AAAI-2021-P0030,AAAI-2021-A000153,8
